Outlet_ID,Outlet_Name,Avg_Employees,Avg_Employee_Turnover,Avg_Customer_Satisfaction,Total_Complaints,Staff_Status,Insight,Recommendation
OUT0159,Franchise Outlet 0159,16.0,8.89,3.17,955.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0160,Franchise Outlet 0160,26.0,9.16,3.29,975.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0161,Franchise Outlet 0161,21.0,9.84,2.75,1207.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0162,Franchise Outlet 0162,21.0,10.44,2.74,1329.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0163,Franchise Outlet 0163,19.0,7.2,3.91,716.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0164,Franchise Outlet 0164,16.0,10.61,2.82,1244.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0165,Franchise Outlet 0165,11.0,6.71,3.65,783.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0166,Franchise Outlet 0166,16.0,8.76,2.97,1106.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0167,Franchise Outlet 0167,10.0,7.22,3.88,744.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0168,Franchise Outlet 0168,20.0,7.38,3.78,751.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0169,Franchise Outlet 0169,17.0,10.17,2.86,1255.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0170,Franchise Outlet 0170,14.0,7.28,3.42,814.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0171,Franchise Outlet 0171,11.0,7.21,3.82,749.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0172,Franchise Outlet 0172,16.0,9.78,2.86,1246.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0173,Franchise Outlet 0173,20.0,10.79,2.85,1284.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0174,Franchise Outlet 0174,22.0,8.51,3.3,943.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0175,Franchise Outlet 0175,23.0,5.16,4.21,685.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0176,Franchise Outlet 0176,17.0,10.7,2.74,1282.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0177,Franchise Outlet 0177,19.0,7.25,3.53,775.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0178,Franchise Outlet 0178,17.0,6.64,3.87,737.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0179,Franchise Outlet 0179,13.0,7.52,3.27,986.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0180,Franchise Outlet 0180,15.0,7.14,3.66,777.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0181,Franchise Outlet 0181,21.0,6.82,3.84,728.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0182,Franchise Outlet 0182,13.0,9.64,2.93,1175.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0183,Franchise Outlet 0183,19.0,8.41,3.29,900.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0184,Franchise Outlet 0184,15.0,9.24,2.71,1297.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0185,Franchise Outlet 0185,9.0,6.4,4.03,685.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0186,Franchise Outlet 0186,17.0,7.95,3.51,845.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0187,Franchise Outlet 0187,17.0,8.84,3.05,1086.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0188,Franchise Outlet 0188,13.0,9.11,2.97,1116.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0189,Franchise Outlet 0189,21.0,9.93,2.98,1135.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0190,Franchise Outlet 0190,19.0,7.46,3.65,824.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0191,Franchise Outlet 0191,12.0,10.58,2.66,1272.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0192,Franchise Outlet 0192,12.0,6.05,4.09,717.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0193,Franchise Outlet 0193,16.0,8.18,3.23,935.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0194,Franchise Outlet 0194,16.0,6.34,3.98,690.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0195,Franchise Outlet 0195,18.0,6.55,4.01,692.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0196,Franchise Outlet 0196,11.0,7.28,3.79,783.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0197,Franchise Outlet 0197,27.0,8.89,3.27,901.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0198,Franchise Outlet 0198,9.0,8.55,3.22,994.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0199,Franchise Outlet 0199,5.0,8.8,3.27,909.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0200,Franchise Outlet 0200,16.0,6.23,4.19,660.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0201,Franchise Outlet 0201,15.0,7.63,3.53,859.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0202,Franchise Outlet 0202,12.0,6.28,4.07,745.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0203,Franchise Outlet 0203,12.0,7.04,3.74,776.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0204,Franchise Outlet 0204,19.0,9.07,2.91,1183.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0205,Franchise Outlet 0205,13.0,10.11,2.76,1242.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0206,Franchise Outlet 0206,15.0,7.16,3.94,789.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0207,Franchise Outlet 0207,24.0,7.14,3.89,727.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0208,Franchise Outlet 0208,15.0,9.34,3.17,1052.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0209,Franchise Outlet 0209,25.0,8.98,3.28,1029.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0210,Franchise Outlet 0210,10.0,7.34,3.74,762.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0211,Franchise Outlet 0211,11.0,7.89,3.33,961.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0212,Franchise Outlet 0212,25.0,6.89,3.59,753.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0213,Franchise Outlet 0213,17.0,7.64,3.3,910.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0214,Franchise Outlet 0214,10.0,10.27,2.62,1323.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0215,Franchise Outlet 0215,13.0,6.37,3.93,737.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0216,Franchise Outlet 0216,19.0,7.27,3.83,676.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0217,Franchise Outlet 0217,27.0,6.32,4.03,727.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0218,Franchise Outlet 0218,29.0,7.89,3.59,851.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0219,Franchise Outlet 0219,10.0,8.32,3.53,864.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0220,Franchise Outlet 0220,11.0,5.41,4.2,626.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0221,Franchise Outlet 0221,16.0,7.23,3.63,803.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0222,Franchise Outlet 0222,16.0,5.7,4.11,595.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0223,Franchise Outlet 0223,19.0,9.83,2.83,1254.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0224,Franchise Outlet 0224,18.0,5.28,4.17,674.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0225,Franchise Outlet 0225,7.0,9.43,3.03,1078.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0226,Franchise Outlet 0226,17.0,9.33,2.95,1127.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0227,Franchise Outlet 0227,18.0,10.87,2.73,1282.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0228,Franchise Outlet 0228,15.0,6.51,3.8,735.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0229,Franchise Outlet 0229,14.0,8.99,3.28,939.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0230,Franchise Outlet 0230,12.0,6.06,4.18,631.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0231,Franchise Outlet 0231,6.0,8.6,3.16,1044.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0232,Franchise Outlet 0232,22.0,8.95,2.91,1136.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0233,Franchise Outlet 0233,11.0,6.51,4.15,680.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0234,Franchise Outlet 0234,19.0,6.9,3.88,727.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0235,Franchise Outlet 0235,11.0,8.71,3.27,1000.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0236,Franchise Outlet 0236,15.0,7.53,3.57,903.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0237,Franchise Outlet 0237,22.0,7.35,3.42,897.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0238,Franchise Outlet 0238,19.0,9.81,2.94,1112.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0239,Franchise Outlet 0239,17.0,7.39,3.51,857.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0240,Franchise Outlet 0240,15.0,7.62,3.67,763.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0241,Franchise Outlet 0241,9.0,9.16,2.97,1076.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0242,Franchise Outlet 0242,15.0,9.53,2.85,1199.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0243,Franchise Outlet 0243,20.0,8.57,3.33,936.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0244,Franchise Outlet 0244,11.0,6.49,3.57,831.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0245,Franchise Outlet 0245,20.0,5.24,4.25,660.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0246,Franchise Outlet 0246,15.0,7.53,3.5,908.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0247,Franchise Outlet 0247,15.0,6.38,4.02,687.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0248,Franchise Outlet 0248,15.0,9.94,2.9,1209.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0249,Franchise Outlet 0249,22.0,5.33,4.08,650.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0250,Franchise Outlet 0250,27.0,6.1,4.18,672.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0251,Franchise Outlet 0251,9.0,10.63,2.82,1194.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0252,Franchise Outlet 0252,15.0,6.8,3.87,742.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0253,Franchise Outlet 0253,18.0,8.01,3.46,898.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0254,Franchise Outlet 0254,8.0,7.14,3.78,781.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0255,Franchise Outlet 0255,14.0,7.8,3.24,1003.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0256,Franchise Outlet 0256,11.0,6.77,4.14,694.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0257,Franchise Outlet 0257,17.0,9.46,3.12,980.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0258,Franchise Outlet 0258,12.0,7.95,3.31,868.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0259,Franchise Outlet 0259,7.0,6.18,4.19,628.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0260,Franchise Outlet 0260,14.0,8.89,3.09,1021.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0261,Franchise Outlet 0261,16.0,8.69,3.27,891.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0262,Franchise Outlet 0262,16.0,8.94,3.19,1036.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0263,Franchise Outlet 0263,16.0,9.25,2.93,1081.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0264,Franchise Outlet 0264,14.0,5.61,4.06,697.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0265,Franchise Outlet 0265,28.0,7.16,3.59,813.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0266,Franchise Outlet 0266,20.0,8.57,3.37,932.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0267,Franchise Outlet 0267,16.0,6.78,3.85,714.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0268,Franchise Outlet 0268,19.0,8.05,3.25,955.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0269,Franchise Outlet 0269,20.0,8.84,3.3,955.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0270,Franchise Outlet 0270,24.0,9.87,2.83,1242.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0271,Franchise Outlet 0271,8.0,9.69,3.12,1105.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0272,Franchise Outlet 0272,18.0,9.62,2.83,1225.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0273,Franchise Outlet 0273,10.0,8.48,3.35,939.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0274,Franchise Outlet 0274,18.0,7.49,3.46,837.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0275,Franchise Outlet 0275,18.0,6.09,4.07,657.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0276,Franchise Outlet 0276,22.0,6.5,4.06,679.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0277,Franchise Outlet 0277,16.0,9.59,3.16,1030.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0278,Franchise Outlet 0278,13.0,9.34,3.23,987.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0279,Franchise Outlet 0279,19.0,6.27,4.02,704.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0280,Franchise Outlet 0280,26.0,7.41,3.51,888.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0281,Franchise Outlet 0281,20.0,9.55,3.14,1034.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0282,Franchise Outlet 0282,25.0,6.43,3.78,772.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0283,Franchise Outlet 0283,19.0,9.82,2.95,1177.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0284,Franchise Outlet 0284,13.0,10.72,2.8,1266.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0285,Franchise Outlet 0285,20.0,8.32,3.18,1021.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0286,Franchise Outlet 0286,14.0,9.54,2.81,1244.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0287,Franchise Outlet 0287,20.0,9.03,3.25,1020.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0288,Franchise Outlet 0288,14.0,8.62,3.12,1089.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0289,Franchise Outlet 0289,22.0,10.11,2.85,1135.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0290,Franchise Outlet 0290,22.0,5.8,4.09,675.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0291,Franchise Outlet 0291,16.0,7.17,3.66,839.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0292,Franchise Outlet 0292,18.0,6.7,3.8,805.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0293,Franchise Outlet 0293,19.0,9.34,3.0,1091.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0294,Franchise Outlet 0294,22.0,5.64,4.24,647.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0295,Franchise Outlet 0295,17.0,7.77,3.37,894.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0296,Franchise Outlet 0296,21.0,7.42,3.57,856.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0297,Franchise Outlet 0297,19.0,9.81,2.94,1118.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0298,Franchise Outlet 0298,23.0,5.78,3.97,730.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0299,Franchise Outlet 0299,16.0,6.97,3.75,737.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0300,Franchise Outlet 0300,19.0,7.41,3.81,762.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0301,Franchise Outlet 0301,14.0,7.49,3.51,876.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0302,Franchise Outlet 0302,11.0,8.67,2.97,1106.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0303,Franchise Outlet 0303,15.0,7.83,3.4,896.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0304,Franchise Outlet 0304,17.0,7.28,3.44,815.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0305,Franchise Outlet 0305,19.0,10.17,2.65,1342.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0306,Franchise Outlet 0306,33.0,10.43,2.73,1306.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0307,Franchise Outlet 0307,26.0,8.98,3.14,1053.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0308,Franchise Outlet 0308,21.0,8.31,3.32,922.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0309,Franchise Outlet 0309,19.0,7.03,3.77,740.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0310,Franchise Outlet 0310,19.0,9.83,2.73,1300.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0311,Franchise Outlet 0311,18.0,6.38,4.11,696.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0312,Franchise Outlet 0312,14.0,9.78,2.87,1306.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0313,Franchise Outlet 0313,21.0,6.86,3.99,739.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0314,Franchise Outlet 0314,15.0,7.02,3.65,793.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0315,Franchise Outlet 0315,28.0,8.91,3.09,1042.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0316,Franchise Outlet 0316,21.0,7.38,3.77,744.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0317,Franchise Outlet 0317,16.0,6.38,3.88,777.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
