Outlet_ID,Outlet_Name,Month,Product_Category,Product_Type,SKU_ID,Closing_Stock_Units,Safety_Stock_Units,Reorder_Point_Units,Demand_Forecast_Next_Month_Units,Stock_Status,Replenishment_Required,Recommended_Replenishment_Units,Stock_Availability_%,Inventory_Turnover_Ratio,Wastage_Units,Freshness_Rate_%,Shelf_Life_Days,Agent_Action,Agent_Priority,Agent_Explanation
OUT0039,Franchise Outlet 0039,2024-04,Personal Care,Non-Perishable,SKU-0039-04,2354,842,1404,2808.333333333333,Healthy,No,1296,83.8,15.51,24,99.1,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0587,Franchise Outlet 0587,2024-07,Packaged Goods,Non-Perishable,SKU-0587-02,194,61,136,204.0,Healthy,No,71,95.1,12.86,2,99.0,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0304,Franchise Outlet 0304,2023-10,Personal Care,Non-Perishable,SKU-0304-04,1311,356,871,1188.0,Healthy,No,233,100.0,10.02,4,99.6,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0044,Franchise Outlet 0044,2024-04,Personal Care,Non-Perishable,SKU-0044-04,3020,969,1723,3229.666666666667,Healthy,No,1179,93.5,14.97,16,99.5,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0409,Franchise Outlet 0409,2024-06,Personal Care,Non-Perishable,SKU-0409-04,377,132,337,439.0,Healthy,No,194,85.9,12.53,3,99.3,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0632,Franchise Outlet 0632,2024-08,Packaged Goods,Non-Perishable,SKU-0632-02,1154,664,1107,2213.666666666667,Healthy,No,1724,52.1,17.25,21,99.1,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0559,Franchise Outlet 0559,2024-11,Personal Care,Non-Perishable,SKU-0559-04,756,212,494,705.3333333333334,Healthy,No,161,100.0,10.22,5,99.2,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0085,Franchise Outlet 0085,2024-04,Seasonal Products,Seasonal,SKU-0085-05,2025,724,1529,2414.666666666667,Healthy,No,1114,83.9,13.32,53,97.7,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0169,Franchise Outlet 0169,2025-12,Personal Care,Non-Perishable,SKU-0169-04,593,321,571,1071.0,Healthy,No,799,55.4,17.31,9,99.2,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0144,Franchise Outlet 0144,2024-07,Personal Care,Non-Perishable,SKU-0144-04,707,302,537,1007.0,Healthy,No,602,70.2,15.03,5,99.4,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0080,Franchise Outlet 0080,2024-01,Seasonal Products,Seasonal,SKU-0080-05,920,343,762,1142.333333333333,Healthy,No,565,80.5,17.86,16,98.8,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0010,Franchise Outlet 0010,2023-12,Seasonal Products,Seasonal,SKU-0010-05,920,476,687,1585.0,Healthy,No,1141,58.0,21.65,45,97.3,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0230,Franchise Outlet 0230,2025-06,Seasonal Products,Seasonal,SKU-0230-05,2916,975,1517,3251.0,Healthy,No,1310,89.7,14.31,77,97.4,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0635,Franchise Outlet 0635,2023-12,Seasonal Products,Seasonal,SKU-0635-05,653,296,461,988.0,Healthy,No,631,66.1,20.3,19,98.2,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0059,Franchise Outlet 0059,2023-04,Personal Care,Non-Perishable,SKU-0059-04,2190,649,1442,2163.0,Healthy,No,622,100.0,13.95,25,98.8,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0219,Franchise Outlet 0219,2024-02,Personal Care,Non-Perishable,SKU-0219-04,1130,505,954,1682.0,Healthy,No,1057,67.2,15.55,10,99.4,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0382,Franchise Outlet 0382,2023-01,Packaged Goods,Non-Perishable,SKU-0382-02,2003,730,1865,2433.0,Healthy,No,1160,82.3,14.98,17,99.3,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0552,Franchise Outlet 0552,2025-02,Packaged Goods,Non-Perishable,SKU-0552-02,451,222,395,739.3333333333334,Healthy,No,510,61.0,18.29,6,99.2,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0075,Franchise Outlet 0075,2025-10,Seasonal Products,Seasonal,SKU-0075-05,665,277,615,922.3333333333334,Healthy,No,534,72.1,16.6,26,97.0,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0514,Franchise Outlet 0514,2026-02,Personal Care,Non-Perishable,SKU-0514-04,2011,670,1563,2233.333333333333,Healthy,No,892,90.0,14.53,13,99.5,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0590,Franchise Outlet 0590,2025-10,Seasonal Products,Seasonal,SKU-0590-05,1289,445,1088,1483.0,Healthy,No,639,86.9,10.92,23,98.3,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0029,Franchise Outlet 0029,2025-04,Personal Care,Non-Perishable,SKU-0029-04,928,324,648,1081.333333333333,Healthy,No,477,85.8,16.31,3,99.7,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0607,Franchise Outlet 0607,2025-06,Packaged Goods,Non-Perishable,SKU-0607-02,786,328,547,1094.666666666667,Healthy,No,637,71.8,18.94,10,99.1,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0434,Franchise Outlet 0434,2026-03,Personal Care,Non-Perishable,SKU-0434-04,772,338,488,1126.666666666667,Healthy,No,693,68.5,18.55,13,99.0,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0235,Franchise Outlet 0235,2024-09,Seasonal Products,Seasonal,SKU-0235-05,968,487,920,1623.333333333333,Healthy,No,1142,59.6,17.95,38,97.6,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0060,Franchise Outlet 0060,2025-06,Seasonal Products,Seasonal,SKU-0060-05,1824,571,1268,1902.0,Healthy,No,649,95.9,12.97,27,98.7,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0032,Franchise Outlet 0032,2023-02,Packaged Goods,Non-Perishable,SKU-0032-02,618,283,440,944.0,Healthy,No,609,65.5,18.47,3,99.7,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0482,Franchise Outlet 0482,2023-10,Packaged Goods,Non-Perishable,SKU-0482-02,571,190,444,634.0,Healthy,No,253,90.1,12.18,6,99.1,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0739,Franchise Outlet 0739,2024-02,Personal Care,Non-Perishable,SKU-0739-04,790,294,653,979.3333333333334,Healthy,No,483,80.7,15.23,7,99.3,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0160,Franchise Outlet 0160,2023-03,Seasonal Products,Seasonal,SKU-0160-05,1640,426,994,1419.5,Healthy,No,206,100.0,14.67,19,98.8,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0557,Franchise Outlet 0557,2025-10,Packaged Goods,Non-Perishable,SKU-0557-02,814,321,714,1071.333333333333,Healthy,No,578,76.0,16.92,12,98.9,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0699,Franchise Outlet 0699,2023-07,Personal Care,Non-Perishable,SKU-0699-04,1840,1036,1381,3453.0,Healthy,No,2649,53.3,17.98,21,99.3,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0130,Franchise Outlet 0130,2025-08,Seasonal Products,Seasonal,SKU-0130-05,842,283,598,943.6666666666666,Healthy,No,385,89.2,13.09,23,97.7,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0635,Franchise Outlet 0635,2024-07,Seasonal Products,Seasonal,SKU-0635-05,871,341,531,1137.666666666667,Healthy,No,608,76.6,12.47,12,98.7,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0110,Franchise Outlet 0110,2025-08,Seasonal Products,Seasonal,SKU-0110-05,1786,548,1218,1826.666666666667,Healthy,No,589,97.8,14.8,25,98.7,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0384,Franchise Outlet 0384,2025-04,Personal Care,Non-Perishable,SKU-0384-04,303,148,230,494.0,Healthy,No,339,61.3,20.44,3,99.4,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0514,Franchise Outlet 0514,2025-11,Personal Care,Non-Perishable,SKU-0514-04,1941,624,1456,2080.0,Healthy,No,763,93.3,13.24,22,99.1,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0717,Franchise Outlet 0717,2024-12,Packaged Goods,Non-Perishable,SKU-0717-02,1521,642,1284,2138.333333333333,Healthy,No,1259,71.1,14.14,12,99.4,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0130,Franchise Outlet 0130,2025-01,Seasonal Products,Seasonal,SKU-0130-05,678,297,627,991.0,Healthy,No,610,68.4,14.13,16,98.3,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0449,Franchise Outlet 0449,2024-07,Personal Care,Non-Perishable,SKU-0449-04,206,72,144,240.3333333333333,Healthy,No,106,85.7,12.22,1,99.6,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0710,Franchise Outlet 0710,2025-05,Seasonal Products,Seasonal,SKU-0710-05,994,318,600,1058.666666666667,Healthy,No,383,93.9,11.99,16,98.3,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0565,Franchise Outlet 0565,2025-10,Seasonal Products,Seasonal,SKU-0565-05,1348,348,850,1158.666666666667,Healthy,No,159,100.0,9.96,22,98.0,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0705,Franchise Outlet 0705,2026-01,Seasonal Products,Seasonal,SKU-0705-05,493,252,364,838.6666666666666,Healthy,No,598,58.8,23.85,15,98.4,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0325,Franchise Outlet 0325,2024-11,Seasonal Products,Seasonal,SKU-0325-05,351,109,279,364.3333333333333,Healthy,No,122,96.3,12.92,4,98.9,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0240,Franchise Outlet 0240,2025-04,Seasonal Products,Seasonal,SKU-0240-05,2065,897,1893,2988.666666666667,Healthy,No,1821,69.1,13.15,50,98.1,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0385,Franchise Outlet 0385,2024-02,Seasonal Products,Seasonal,SKU-0385-05,428,201,268,670.0,Healthy,No,443,63.9,18.0,19,97.2,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0525,Franchise Outlet 0525,2026-02,Seasonal Products,Seasonal,SKU-0525-05,1087,648,1080,2159.0,Healthy,No,1720,50.3,17.36,23,98.8,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0060,Franchise Outlet 0060,2025-03,Seasonal Products,Seasonal,SKU-0060-05,1610,524,1164,1746.333333333333,Healthy,No,660,92.2,13.74,34,98.2,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0120,Franchise Outlet 0120,2026-01,Seasonal Products,Seasonal,SKU-0120-05,253,137,198,456.3333333333333,Healthy,No,340,55.4,22.24,12,97.6,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0179,Franchise Outlet 0179,2024-03,Personal Care,Non-Perishable,SKU-0179-04,1995,693,1695,2311.333333333333,Healthy,No,1009,86.3,15.93,13,99.5,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0645,Franchise Outlet 0645,2026-03,Seasonal Products,Seasonal,SKU-0645-05,508,177,412,588.6666666666666,Healthy,No,258,86.3,11.68,15,97.4,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0314,Franchise Outlet 0314,2023-10,Personal Care,Non-Perishable,SKU-0314-04,2671,876,1460,2921.0,Healthy,No,1126,91.4,15.16,33,98.8,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0157,Franchise Outlet 0157,2024-06,Packaged Goods,Non-Perishable,SKU-0157-02,875,526,760,1754.333333333333,Healthy,No,1405,49.9,18.54,12,99.3,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0659,Franchise Outlet 0659,2023-04,Personal Care,Non-Perishable,SKU-0659-04,121,54,72,180.3333333333333,Healthy,No,113,67.1,16.14,1,99.4,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0517,Franchise Outlet 0517,2023-12,Packaged Goods,Non-Perishable,SKU-0517-02,1763,595,1454,1982.666666666667,Healthy,No,815,88.9,12.07,23,98.8,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0522,Franchise Outlet 0522,2024-05,Packaged Goods,Non-Perishable,SKU-0522-02,2221,1204,1739,4014.333333333333,Healthy,No,2997,55.3,15.98,34,99.0,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0525,Franchise Outlet 0525,2024-04,Seasonal Products,Seasonal,SKU-0525-05,1748,687,1145,2291.0,Healthy,No,1230,76.3,17.84,56,97.6,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0549,Franchise Outlet 0549,2024-09,Personal Care,Non-Perishable,SKU-0549-04,839,398,796,1326.333333333333,Healthy,No,885,63.3,11.73,8,99.2,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0634,Franchise Outlet 0634,2024-01,Personal Care,Non-Perishable,SKU-0634-04,686,293,521,977.3333333333334,Healthy,No,584,70.2,17.03,12,98.9,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0460,Franchise Outlet 0460,2025-11,Seasonal Products,Seasonal,SKU-0460-05,115,59,85,195.3333333333333,Healthy,No,139,58.9,21.71,3,98.8,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0400,Franchise Outlet 0400,2024-09,Seasonal Products,Seasonal,SKU-0400-05,401,191,318,636.3333333333334,Healthy,No,426,63.0,15.32,16,97.4,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0320,Franchise Outlet 0320,2025-02,Seasonal Products,Seasonal,SKU-0320-05,865,334,780,1114.666666666667,Healthy,No,584,77.6,13.73,22,98.2,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0020,Franchise Outlet 0020,2024-05,Seasonal Products,Seasonal,SKU-0020-05,355,157,297,524.5451333333334,Healthy,No,327,67.7,19.13,6,98.9,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0500,Franchise Outlet 0500,2024-08,Seasonal Products,Seasonal,SKU-0500-05,997,436,823,1451.666666666667,Healthy,No,891,68.7,14.16,27,97.8,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0364,Franchise Outlet 0364,2024-09,Personal Care,Non-Perishable,SKU-0364-04,689,266,651,887.3333333333334,Healthy,No,464,77.6,16.27,5,99.4,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0025,Franchise Outlet 0025,2025-04,Seasonal Products,Seasonal,SKU-0025-05,1530,417,974,1391.333333333333,Healthy,No,278,100.0,13.79,39,97.4,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0365,Franchise Outlet 0365,2026-03,Seasonal Products,Seasonal,SKU-0365-05,325,204,295,680.0,Healthy,No,559,47.8,20.12,15,97.6,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0247,Franchise Outlet 0247,2025-02,Packaged Goods,Non-Perishable,SKU-0247-02,2187,722,1684,2405.333333333333,Healthy,No,940,90.9,15.45,31,98.9,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0220,Franchise Outlet 0220,2024-08,Seasonal Products,Seasonal,SKU-0220-05,664,234,573,781.3333333333334,Healthy,No,351,85.0,13.17,19,97.4,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0244,Franchise Outlet 0244,2023-07,Personal Care,Non-Perishable,SKU-0244-04,1021,288,608,958.6666666666666,Healthy,No,226,100.0,11.5,5,99.5,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0359,Franchise Outlet 0359,2024-12,Personal Care,Non-Perishable,SKU-0359-04,1286,783,1131,2610.0,Healthy,No,2107,49.3,26.62,22,99.4,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0039,Franchise Outlet 0039,2024-10,Personal Care,Non-Perishable,SKU-0039-04,1501,709,1182,2364.666666666667,Healthy,No,1573,63.5,14.5,11,99.4,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0032,Franchise Outlet 0032,2023-09,Packaged Goods,Non-Perishable,SKU-0032-02,551,297,462,991.0,Healthy,No,737,55.6,21.08,6,99.4,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0574,Franchise Outlet 0574,2024-07,Personal Care,Non-Perishable,SKU-0574-04,887,557,743,1857.666666666667,Healthy,No,1528,47.7,20.17,14,99.3,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0322,Franchise Outlet 0322,2024-10,Packaged Goods,Non-Perishable,SKU-0322-02,920,373,539,1244.0,Healthy,No,697,74.0,19.16,8,99.4,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0555,Franchise Outlet 0555,2025-12,Seasonal Products,Seasonal,SKU-0555-05,665,197,503,656.6666666666666,Healthy,No,189,100.0,12.21,10,98.5,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0694,Franchise Outlet 0694,2023-11,Personal Care,Non-Perishable,SKU-0694-04,1426,439,1122,1462.666666666667,Healthy,No,476,97.5,14.01,11,99.3,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0060,Franchise Outlet 0060,2024-10,Seasonal Products,Seasonal,SKU-0060-05,1311,471,1047,1571.0,Healthy,No,731,83.5,13.61,24,98.5,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0509,Franchise Outlet 0509,2025-07,Personal Care,Non-Perishable,SKU-0509-04,949,366,610,1218.666666666667,Healthy,No,636,77.9,17.41,5,99.6,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0734,Franchise Outlet 0734,2024-07,Personal Care,Non-Perishable,SKU-0734-04,3414,926,2161,3086.666666666667,Healthy,No,599,100.0,11.55,13,99.6,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0095,Franchise Outlet 0095,2023-12,Seasonal Products,Seasonal,SKU-0095-05,706,263,643,877.3333333333334,Healthy,No,434,80.5,17.97,12,98.8,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0649,Franchise Outlet 0649,2025-11,Personal Care,Non-Perishable,SKU-0649-04,1282,423,1081,1410.0,Healthy,No,551,90.9,13.24,7,99.5,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0560,Franchise Outlet 0560,2023-04,Seasonal Products,Seasonal,SKU-0560-05,4088,1227,2999,4090.333333333333,Healthy,No,1229,99.9,12.52,65,98.4,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0185,Franchise Outlet 0185,2025-12,Seasonal Products,Seasonal,SKU-0185-05,690,273,516,909.6666666666666,Healthy,No,493,75.9,14.21,9,99.0,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0554,Franchise Outlet 0554,2023-02,Personal Care,Non-Perishable,SKU-0554-04,2218,993,1655,3310.0,Healthy,No,2085,67.0,16.45,20,99.4,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0480,Franchise Outlet 0480,2025-10,Seasonal Products,Seasonal,SKU-0480-05,1880,980,1416,3267.0,Healthy,No,2367,57.5,20.88,71,97.7,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0255,Franchise Outlet 0255,2025-05,Seasonal Products,Seasonal,SKU-0255-05,1082,384,811,1281.333333333333,Healthy,No,583,84.4,14.33,22,98.1,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0705,Franchise Outlet 0705,2025-03,Seasonal Products,Seasonal,SKU-0705-05,523,244,352,812.6666666666666,Healthy,No,534,64.4,21.19,15,98.4,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0655,Franchise Outlet 0655,2024-12,Seasonal Products,Seasonal,SKU-0655-05,1625,612,1224,2040.0,Healthy,No,1027,79.7,13.69,23,98.7,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0307,Franchise Outlet 0307,2026-03,Packaged Goods,Non-Perishable,SKU-0307-02,474,229,381,762.0,Healthy,No,517,62.2,19.65,7,99.2,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0689,Franchise Outlet 0689,2025-05,Personal Care,Non-Perishable,SKU-0689-04,254,122,230,405.6666666666667,Healthy,No,274,62.6,14.05,2,99.5,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0270,Franchise Outlet 0270,2025-06,Seasonal Products,Seasonal,SKU-0270-05,564,192,405,639.3333333333334,Healthy,No,267,88.2,13.02,10,98.1,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0547,Franchise Outlet 0547,2025-08,Packaged Goods,Non-Perishable,SKU-0547-02,519,227,429,756.3333333333334,Healthy,No,464,68.6,19.09,6,99.2,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0469,Franchise Outlet 0469,2024-10,Personal Care,Non-Perishable,SKU-0469-04,2104,1081,1681,3602.333333333333,Healthy,No,2579,58.4,19.58,19,99.5,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0230,Franchise Outlet 0230,2024-10,Seasonal Products,Seasonal,SKU-0230-05,2097,888,1382,2961.333333333333,Healthy,No,1752,70.8,16.64,67,97.8,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0410,Franchise Outlet 0410,2024-11,Seasonal Products,Seasonal,SKU-0410-05,528,273,364,910.0,Healthy,No,655,58.0,23.43,12,98.8,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0685,Franchise Outlet 0685,2023-03,Seasonal Products,Seasonal,SKU-0685-05,2031,968,1506,3225.5,Healthy,No,2162,63.0,19.33,42,98.8,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0389,Franchise Outlet 0389,2024-03,Personal Care,Non-Perishable,SKU-0389-04,480,164,401,547.0,Healthy,No,231,87.8,12.29,5,99.1,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0299,Franchise Outlet 0299,2026-02,Personal Care,Non-Perishable,SKU-0299-04,1233,652,1087,2174.666666666667,Healthy,No,1594,56.7,18.61,7,99.7,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0647,Franchise Outlet 0647,2026-02,Packaged Goods,Non-Perishable,SKU-0647-02,2173,694,1311,2312.333333333333,Healthy,No,833,94.0,15.25,16,99.3,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0622,Franchise Outlet 0622,2024-05,Packaged Goods,Non-Perishable,SKU-0622-02,565,182,344,607.3333333333334,Healthy,No,224,93.0,12.35,2,99.6,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0715,Franchise Outlet 0715,2025-03,Seasonal Products,Seasonal,SKU-0715-05,400,150,384,501.6666666666667,Healthy,No,252,79.7,11.27,9,98.0,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0650,Franchise Outlet 0650,2026-01,Seasonal Products,Seasonal,SKU-0650-05,540,133,326,444.3333333333333,Healthy,No,37,100.0,14.65,6,98.9,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0352,Franchise Outlet 0352,2024-09,Packaged Goods,Non-Perishable,SKU-0352-02,182,102,136,341.6666666666667,Healthy,No,262,53.3,20.88,1,99.7,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0395,Franchise Outlet 0395,2025-08,Seasonal Products,Seasonal,SKU-0395-05,1721,691,1536,2304.0,Healthy,No,1274,74.7,14.88,60,97.3,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0050,Franchise Outlet 0050,2025-10,Seasonal Products,Seasonal,SKU-0050-05,331,142,331,472.0,Healthy,No,283,70.1,15.15,7,98.6,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0700,Franchise Outlet 0700,2024-11,Seasonal Products,Seasonal,SKU-0700-05,291,201,290,670.0,Healthy,No,580,43.4,22.64,10,98.6,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0415,Franchise Outlet 0415,2023-09,Seasonal Products,Seasonal,SKU-0415-05,432,267,356,889.3333333333334,Healthy,No,724,48.6,18.12,12,98.5,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0137,Franchise Outlet 0137,2023-02,Packaged Goods,Non-Perishable,SKU-0137-02,2564,975,2058,3249.0,Healthy,No,1660,78.9,15.46,18,99.5,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0605,Franchise Outlet 0605,2023-08,Seasonal Products,Seasonal,SKU-0605-05,1034,346,808,1154.0864,Healthy,No,466,89.6,11.19,11,98.9,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0235,Franchise Outlet 0235,2025-06,Seasonal Products,Seasonal,SKU-0235-05,1333,541,1022,1803.333333333333,Healthy,No,1011,73.9,16.04,30,98.3,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0542,Franchise Outlet 0542,2023-08,Packaged Goods,Non-Perishable,SKU-0542-02,1992,871,1161,2903.666666666667,Healthy,No,1783,68.6,18.17,8,99.7,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0045,Franchise Outlet 0045,2023-06,Seasonal Products,Seasonal,SKU-0045-05,200,99,132,328.6666666666667,Healthy,No,228,60.9,15.29,7,97.3,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0695,Franchise Outlet 0695,2024-08,Seasonal Products,Seasonal,SKU-0695-05,1472,686,991,2288.333333333333,Healthy,No,1502,64.3,12.93,29,98.3,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0335,Franchise Outlet 0335,2023-12,Seasonal Products,Seasonal,SKU-0335-05,374,158,299,528.0,Healthy,No,312,70.8,16.24,13,97.5,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0212,Franchise Outlet 0212,2023-12,Packaged Goods,Non-Perishable,SKU-0212-02,2176,616,1369,2054.666666666667,Healthy,No,495,100.0,13.85,12,99.5,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0432,Franchise Outlet 0432,2025-02,Packaged Goods,Non-Perishable,SKU-0432-02,544,201,447,670.0,Healthy,No,327,81.2,15.32,7,99.1,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
