Outlet_ID,Records,Total_Marketing_Spend,Total_Sales_Revenue,Total_Orders,Average_Conversion_Rate,Revenue_Per_Marketing_Rupee,Marketing_Spend_Percentage,Marketing_Category,Alert_Level,Marketing_Insights,Recommendations
OUT0153,40,5345933.17,102746534.07000001,64964.0,27.765499999999996,19.219569493795227,5.203030173609436,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
OUT0154,37,2207974.09,47361448.1,30084.0,18.215945945945947,21.450182914057656,4.661964907276557,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.
OUT0155,40,2493787.63,55163992.06,86658.0,19.58225,22.12056527844755,4.520680133677765,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.
OUT0156,37,3693855.75,65470139.05,49816.0,23.591081081081082,17.72406490155984,5.642046593453814,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
OUT0157,39,2649064.73,56586212.19,63642.0,34.449230769230766,21.360826539712374,4.6814667875368885,High Performing,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.
OUT0158,40,8217442.4,177855605.66,133794.0,26.766250000000003,21.64366928327967,4.6202886715355955,High Performing,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.
OUT0159,40,2119799.54,42851542.18,45058.0,16.6645,20.21490304691735,4.946845392624794,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0160,39,3517676.2,74918842.99,51027.0,20.053076923076926,21.297822406166887,4.695315703780332,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.
OUT0161,41,3243272.19,59702932.8,36806.0,17.46682926829268,18.408239981856102,5.432349866068891,Needs Improvement,High,Marketing efficiency is below the lower-performing outlet range. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Review marketing campaigns and redirect spending toward better-performing activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0162,40,1018055.15,18729811.86,24470.0,14.758000000000001,18.3976397152944,5.435479852171884,Needs Improvement,High,Marketing efficiency is below the lower-performing outlet range. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Review marketing campaigns and redirect spending toward better-performing activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0163,39,2588442.61,49386543.87,51184.0,21.26820512820513,19.079636411177763,5.241190022961613,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
OUT0164,40,1501982.36,30207657.73,40704.0,13.79025,20.111859189877567,4.972190738603155,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0165,40,5144840.94,99693497.85,102965.0,21.6905,19.377372208906422,5.16065846916214,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0166,38,5630389.39,108586776.44,75338.0,20.81105263157895,19.28583778465809,5.185151981292208,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
OUT0167,38,3994784.62,71392451.88,50447.0,26.01815789473684,17.871414524470655,5.595527979224798,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
OUT0168,40,1067842.27,21275840.25,44592.0,24.388749999999998,19.924141277906145,5.019036886216515,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0169,40,2343131.71,47070518.02,47412.0,22.548,20.08872050133281,4.977917831718819,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0170,40,1616878.99,29899597.43,39518.0,18.8275,18.492167697719914,5.407694848686128,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
OUT0171,39,5459027.97,115247587.52,116992.0,27.718974358974357,21.111375166667262,4.736782858081644,High Performing,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.
OUT0172,40,2244488.21,43204216.98,31348.0,14.290000000000001,19.249028258428677,5.1950674422337375,Needs Improvement,High,Marketing efficiency is below the lower-performing outlet range. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Review marketing campaigns and redirect spending toward better-performing activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0173,37,1960617.82,38380216.5,26188.0,14.641621621621622,19.575572612106523,5.108407400463726,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0174,41,2243306.02,43033305.29,76512.0,21.016585365853658,19.1829848029383,5.2129530950096346,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
OUT0175,40,4704837.9,103271994.74,216987.0,34.320499999999996,21.950170640310475,4.555773239245559,High Performing,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.
OUT0176,37,2676099.08,54040957.03,33342.0,14.365405405405404,20.193929826394918,4.951983138482179,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0177,39,5363961.7700000005,108328757.38,73694.0,22.632051282051282,20.195661718894016,4.9515584778509725,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0178,40,5670612.9,118164568.53999999,106759.0,23.809,20.83805941682247,4.7989113573248785,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.
OUT0179,39,7774955.35,148389322.05,86436.0,24.034358974358977,19.085552954333046,5.239565248084506,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
OUT0180,39,2214309.1,44061902.26,31715.0,24.833076923076923,19.89871344520058,5.025450528517423,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0181,38,4399928.61,85707847.68,94104.0,20.190263157894737,19.47937234372537,5.133635634425956,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0182,39,3934186.91,74434017.38,50761.0,16.771282051282054,18.91979691935887,5.285468994526008,Needs Improvement,High,Marketing efficiency is below the lower-performing outlet range. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Review marketing campaigns and redirect spending toward better-performing activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0183,39,2585598.2,53378922.32,50397.0,24.77846153846154,20.644708957486124,4.843856128266623,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0184,40,285511.69,6226955.32,8240.0,9.9305,21.809808628151092,4.5850929600053725,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0185,39,2386511.81,51058726.3,38215.0,22.879487179487178,21.39470925140739,4.674052768135739,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.
OUT0186,38,1628438.84,31865633.62,24640.0,18.274736842105263,19.568210262044598,5.110329389395647,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0187,39,1820460.22,37006628.32,45084.0,12.335641025641024,20.32817191687935,4.919281498055698,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0188,41,1439438.03,26253354.44,20241.0,18.17170731707317,18.238613884614402,5.4828728012251675,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
OUT0189,38,474768.85,10010386.95,12426.0,17.02342105263158,21.084759351840376,4.742762216599429,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0190,37,3194714.8,63221012.44,43765.0,27.698648648648646,19.789250808867195,5.053248400651523,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0191,40,848823.0700000001,17695119.38,24596.0,8.64125,20.846652271126416,4.7969332773159294,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0192,41,8859526.01,176435197.5,187526.0,33.128292682926826,19.91474456995245,5.021405102573142,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0193,39,2462902.29,51237031.26,56046.0,17.18948717948718,20.803517649902382,4.806879378904905,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0194,39,6388015.02,114382144.92,65912.0,27.347179487179485,17.90574138631252,5.584800865963687,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
OUT0195,40,5114813.86,102872733.11,119440.0,23.0045,20.112703204022363,4.971982084437107,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0196,39,4353696.4,83904820.74,123859.0,30.675641025641024,19.272088136416674,5.188851321774483,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
OUT0197,40,4207185.25,85899587.31,51918.0,16.98225,20.417353219709067,4.897794485108336,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0198,39,4158496.2199999997,88555865.89,65175.0,20.001794871794875,21.29516565726252,4.695901483438139,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.
OUT0199,39,5580861.56,118398423.88,65599.0,19.53794871794872,21.215079895298462,4.713628253748,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.
OUT0200,40,1176938.75,22369604.98,43283.0,24.335749999999997,19.00660079379662,5.261330055011101,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
OUT0201,38,691919.99,16427647.9,14324.0,11.821052631578947,23.74212067496417,4.211923668025537,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0202,38,3078082.93,62426878.33,60614.0,36.15868421052632,20.281090454570695,4.930701345866897,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0203,38,10083367.52,175159960.48,107002.0,23.357105263157894,17.371176854614934,5.756662363001237,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
OUT0204,40,624581.04,12399934.93,10392.0,13.263,19.853204205494293,5.036970302875614,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0205,39,403234.54,8260960.93,12886.0,13.719230769230768,20.48673938001442,4.881206235168576,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0206,40,3208784.36,62003434.63,118760.0,23.848750000000003,19.323029432242684,5.17517195482498,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0207,39,4357121.07,91722957.87,102831.0,23.34076923076923,21.05127592197019,4.750305889802854,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.
OUT0208,39,981563.0,20393986.79,22446.0,18.254358974358972,20.777053322099547,4.813002038823033,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.
OUT0209,39,3933554.82,75558488.95,57941.0,18.057435897435898,19.208703680911203,5.205973378587529,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
OUT0210,40,3484338.73,66069880.96,38786.0,25.756999999999998,18.961956939243965,5.273717281418271,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
OUT0211,40,3019033.19,70793002.67,47989.0,15.209999999999999,23.44889844354444,4.264592652007085,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0212,40,4101727.37,81431204.13,84934.0,29.223000000000003,19.85290507740401,5.037046196015769,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0213,39,2583079.26,51163564.78,33422.0,24.965897435897435,19.807198939764632,5.048669441050624,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0214,39,1350752.39,27498768.64,29582.0,18.57,20.358112148148784,4.9120468181079975,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0215,40,2977994.08,61308788.18,87315.0,22.12225,20.58727671480126,4.857369014139923,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0216,39,1736520.99,34065403.02,42447.0,31.778974358974356,19.617040747661797,5.097608823181918,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0217,40,3351973.27,68853227.82,150837.0,31.00125,20.541102888926076,4.868287771145484,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0218,39,4658772.49,89641511.35,67756.0,20.485641025641026,19.241444295125902,5.197115064035565,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
OUT0219,40,2355597.9,44586486.89,65111.0,21.532,18.927885310986227,5.2832103722626345,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
OUT0220,40,933091.97,19140318.94,29539.0,25.663,20.512789259133804,4.875007427645299,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0221,40,6369824.55,123904349.92,86235.0,28.065499999999997,19.451768089907596,5.140920842660275,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0222,39,5107159.49,100756493.72,93057.0,36.45666666666666,19.728479973512634,5.068814228681558,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0223,40,2585382.9,46689592.67,56788.0,17.23075,18.059062999913863,5.537385854430929,Needs Improvement,High,Marketing efficiency is below the lower-performing outlet range. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Review marketing campaigns and redirect spending toward better-performing activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0224,40,2899386.13,64102834.17,105997.0,40.2405,22.109105616091224,4.52302330706761,High Performing,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.
OUT0225,39,4008891.71,82039627.79,46753.0,15.566923076923077,20.464416034325858,4.886530836368144,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0226,37,2098190.11,41516833.29,35265.0,17.292972972972972,19.786974064995473,5.053829841365533,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0227,41,1754924.57,38045363.79,52005.0,16.84292682926829,21.679201739137994,4.612715966357172,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0228,40,3495740.03,70760377.14,58002.0,16.976750000000003,20.2418877069643,4.94025070426582,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0229,39,1503852.27,31113925.43,31267.0,23.20820512820513,20.689482637812556,4.833373639669355,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0230,39,5661440.23,115711012.49,117194.0,32.90692307692307,20.438441066081868,4.892741069471909,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0231,39,849919.3200000001,17223305.13,21880.0,14.112564102564102,20.264635389156698,4.934705119516164,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0232,40,823648.91,16091836.3,12158.0,18.4565,19.537251982765326,5.11842709958465,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0233,39,3278321.95,65983011.3,40783.0,32.78615384615385,20.127068758454303,4.968433367029432,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0234,39,3624944.93,79644466.65,87706.0,28.395641025641027,21.971221132454556,4.551408380860819,High Performing,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.
OUT0235,39,2248221.91,43429041.59,63215.0,20.024102564102567,19.317061806412163,5.176770722284778,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0236,36,1809493.67,38293399.33,21918.0,26.471666666666668,21.16249421861752,4.725340924701866,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.
OUT0237,39,1796632.35,34373129.37,75495.0,20.042564102564103,19.13197731856492,5.22685127286681,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
OUT0238,40,2822203.84,53819649.4,37375.0,17.829500000000003,19.070078722591493,5.243816842849965,Needs Improvement,High,Marketing efficiency is below the lower-performing outlet range. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Review marketing campaigns and redirect spending toward better-performing activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0239,39,6497280.14,131716886.36,89014.0,24.748205128205125,20.272619237870817,4.93276171305937,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0240,40,3054388.79,60759623.81,109367.0,25.26775,19.89256377869302,5.027004116337698,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.
OUT0241,38,375133.13,7176700.38,11175.0,19.48,19.13107589297698,5.227097553708937,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.
