Record_ID,Outlet_ID,Outlet_Name,Outlet_Type,City,State,Region,Month,Footfall,Orders,Conversion_Rate_%,Average_Order_Value_INR,Sales_Revenue_INR,COGS_INR,Operating_Cost_INR,Marketing_Spend_INR,Profit_INR,Profit_Margin_%,Employees,Employee_Turnover_%,Customer_Satisfaction_1_5,Complaints
REC003438,OUT0145,Franchise Outlet 0145,Franchise,Kolkata,West Bengal,East,2023-09,5375.0,623.0,11.61,1145.88,713882.16,431301.61,167106.14,56218.03,59256.37,8.3,18,7.42,3.03,40.0
REC003439,OUT0403,Franchise Outlet 0403,Franchise,Indore,Madhya Pradesh,West,2023-03,4517.0,1038.0,23.0,1096.48,1138149.13,547479.1,267543.51,62318.97,260807.55,22.92,17,7.0,2.62,27.0
REC003440,OUT0747,Franchise Outlet 0747,Franchise,Guwahati,Assam,East,2023-08,3569.0,522.0,14.63,906.0,472933.28,217343.96,82378.83,37777.19,135433.3,28.64,19,8.72,3.14,14.0
REC003441,OUT0177,Franchise Outlet 0177,Franchise,Guwahati,Assam,East,2023-01,9187.0,2216.0,24.12,,3271725.28,1958409.48,596790.68,195296.12,521229.01,15.93,19,5.43,4.24,28.0
REC003442,OUT0419,Franchise Outlet 0419,Franchise,Ranchi,Jharkhand,East,2025-09,5900.0,2273.0,38.53,1395.89,3172855.75,1555860.74,679590.91,115072.88,822331.21,25.92,18,6.77,3.71,14.0
REC003443,OUT0554,Franchise Outlet 0554,Franchise,Nagpur,Maharashtra,West,2026-03,13167.0,4196.0,31.87,884.86,3712892.81,1945988.25,583590.16,134170.78,1049143.63,28.26,24,10.81,4.29,16.0
REC003444,OUT0669,Franchise Outlet 0669,Company-Owned,Mumbai,Maharashtra,West,2026-02,5994.0,2104.0,35.12,1361.76,2865145.55,1779712.83,645305.84,132552.36,307574.51,10.74,21,7.43,4.27,18.0
REC003445,OUT0062,Franchise Outlet 0062,Franchise,Amritsar,Punjab,North,2023-10,3135.0,685.0,21.85,483.43,331147.3,200061.09,77545.57,25011.54,28529.09,8.62,15,8.79,3.77,26.0
REC003446,OUT0012,Franchise Outlet 0012,Franchise,Surat,Gujarat,West,2023-01,12595.0,2932.0,23.28,1202.21,3524881.0,1759403.55,1003444.9,119162.26,642870.29,18.24,4,7.71,3.7,20.0
REC003447,OUT0455,Franchise Outlet 0455,Franchise,Jaipur,Rajasthan,North,2024-10,3297.0,850.0,25.79,1069.33,908933.44,485305.39,217156.78,35385.8,171085.47,18.82,14,3.08,3.95,14.0
REC003448,OUT0421,Franchise Outlet 0421,Franchise,Ludhiana,Punjab,North,2024-02,2758.0,600.0,21.79,739.02,443414.54,248288.02,120969.9,9519.37,64637.26,14.58,18,10.94,3.05,22.0
REC003449,OUT0070,Franchise Outlet 0070,Company-Owned,Pune,Maharashtra,West,2024-09,3973.0,1160.0,29.22,1163.06,1349146.63,753284.08,347942.97,70654.32,177265.26,13.14,23,8.71,3.78,16.0
REC003450,OUT0071,Franchise Outlet 0071,Franchise,Ahmedabad,Gujarat,West,2025-05,6440.0,1135.0,17.64,1909.14,2166877.43,1388270.58,582673.93,77048.82,118884.1,5.49,16,7.86,3.24,27.0
REC003451,OUT0105,Franchise Outlet 0105,Franchise,Nashik,Maharashtra,West,2024-08,8223.0,1929.0,23.47,847.2,1634253.64,987290.46,297329.38,73790.16,275843.64,16.88,25,2.79,3.96,15.0
REC003452,OUT0629,Franchise Outlet 0629,Franchise,Ranchi,Jharkhand,East,2025-05,4336.0,845.0,19.5,1337.47,1130162.6,702585.37,185786.26,46048.34,195742.63,17.32,18,6.22,2.68,23.0
REC003453,OUT0251,Franchise Outlet 0251,Franchise,Ahmedabad,Gujarat,West,2023-07,6938.0,679.0,9.8,1362.63,925226.07,488114.41,275370.56,31552.74,130188.37,14.07,9,9.66,3.17,40.0
REC003454,OUT0563,Franchise Outlet 0563,Franchise,Mysuru,Karnataka,South,2025-08,13152.0,3668.0,27.89,502.7,1843900.9,877784.51,444464.62,45461.23,476190.53,25.83,8,7.22,3.93,12.0
REC003455,OUT0712,Franchise Outlet 0712,Franchise,Vijayawada,Andhra Pradesh,South,2023-02,11052.0,3476.0,31.45,844.64,2935980.91,1573688.78,560540.55,137273.82,664477.76,22.63,28,7.22,4.63,18.0
REC003456,OUT0199,Franchise Outlet 0199,Franchise,Chennai,Tamil Nadu,South,2024-04,9210.0,1704.0,18.51,1855.63,3161986.86,1840145.82,581118.38,219383.72,521338.94,16.49,5,7.63,3.53,30.0
REC003457,OUT0653,Franchise Outlet 0653,Company-Owned,Mysuru,Karnataka,South,2026-02,3886.0,607.0,15.63,1292.31,784435.05,503200.05,226739.48,36745.6,17749.93,2.26,15,8.26,3.31,25.0
REC003458,OUT0522,Franchise Outlet 0522,Franchise,Surat,Gujarat,West,2024-02,11122.0,3763.0,33.84,1304.63,4909339.8,2398127.44,716147.42,261175.01,1533889.93,31.24,20,8.43,3.61,14.0
REC003459,OUT0388,Franchise Outlet 0388,Franchise,Patna,Bihar,East,2023-12,6575.0,1636.0,24.9,937.63,1533966.25,938177.58,360520.49,96737.4,138530.79,9.03,12,12.23,2.87,
REC003460,OUT0747,Franchise Outlet 0747,Franchise,Guwahati,Assam,East,2026-03,4221.0,678.0,16.09,912.85,618912.69,322983.81,173692.08,17578.95,104657.85,16.91,19,3.23,3.67,18.0
REC003461,OUT0482,Franchise Outlet 0482,Franchise,Amritsar,Punjab,North,2024-07,5104.0,648.0,12.7,1636.19,1060250.88,509787.49,169821.28,55698.22,324943.88,30.65,22,6.91,2.97,22.0
REC003462,OUT0042,Franchise Outlet 0042,Franchise,Surat,Gujarat,West,2026-04,1794.0,381.0,21.25,1662.79,633523.26,310828.48,138374.09,42112.89,142207.79,22.45,18,5.64,2.69,35.0
REC003463,OUT0142,Franchise Outlet 0142,Franchise,Vijayawada,Andhra Pradesh,South,2023-09,1688.0,495.0,29.37,957.58,474004.24,249765.29,100584.14,14506.08,109148.73,23.03,6,8.36,3.24,22.0
REC003464,OUT0458,Franchise Outlet 0458,Company-Owned,Jammu,Jammu & Kashmir,North,2023-03,4675.0,1163.0,24.88,796.78,926651.58,557111.85,161967.18,27328.79,180243.75,19.45,22,6.52,3.55,20.0
REC003465,OUT0116,Franchise Outlet 0116,Franchise,Bhubaneswar,Odisha,East,2023-03,15302.0,3054.0,19.96,1707.2,5213774.28,3311516.23,1304545.1,273700.59,324012.36,6.21,24,3.6,3.99,19.0
REC003466,OUT0286,Franchise Outlet 0286,Franchise,Vadodara,Gujarat,West,2023-05,3036.0,421.0,13.88,774.41,326025.01,168030.5,60742.87,18053.0,79198.64,24.29,14,8.71,2.73,30.0
REC003467,OUT0189,Franchise Outlet 0189,Franchise,Mumbai,Maharashtra,West,2023-12,2020.0,325.0,16.14,849.29,276019.74,151574.67,80607.38,6844.08,36993.6,13.4,21,9.18,2.74,26.0
REC003468,OUT0497,Franchise Outlet 0497,Franchise,Bengaluru,Karnataka,South,2026-03,8457.0,1622.0,,570.89,925986.44,548807.11,221531.83,54245.31,101402.18,10.95,17,6.79,3.24,24.0
REC003469,OUT0509,Franchise Outlet 0509,Franchise,Ranchi,Jharkhand,East,2025-02,6797.0,1305.0,19.21,1324.79,1728846.35,1103472.44,287581.17,103457.48,234335.26,13.55,20,3.63,4.82,17.0
REC003470,OUT0244,Franchise Outlet 0244,Franchise,Delhi,Delhi,North,2023-06,6400.0,879.0,13.74,1233.53,1084272.82,509928.29,224772.07,32748.4,316824.05,29.22,11,11.22,3.61,15.0
REC003471,OUT0168,Franchise Outlet 0168,Franchise,Hyderabad,Telangana,South,2025-11,4566.0,1028.0,22.53,513.26,527626.51,254541.42,110512.07,31324.22,131248.8,24.88,20,7.65,3.96,14.0
REC003472,OUT0253,Franchise Outlet 0253,Franchise,Indore,Madhya Pradesh,West,2026-04,11573.0,2365.0,20.44,1526.25,3609572.0,1790202.9,734607.1,279445.32,805316.68,22.31,18,7.87,3.18,19.0
REC003473,OUT0321,Franchise Outlet 0321,Franchise,Kochi,Kerala,South,2024-06,3837.0,657.0,17.12,1360.47,893830.09,467072.95,231885.47,69493.14,125378.52,14.03,15,8.14,3.51,24.0
REC003474,OUT0594,Franchise Outlet 0594,Franchise,Visakhapatnam,Andhra Pradesh,South,2024-08,11158.0,2942.0,26.37,1030.48,3031684.87,1658192.34,876447.27,78447.91,418597.34,13.81,28,6.98,4.11,18.0
REC003475,OUT0120,Franchise Outlet 0120,Franchise,Siliguri,West Bengal,East,2026-03,2450.0,512.0,20.92,953.63,488256.47,300549.47,93307.43,29655.87,64743.69,13.26,16,13.69,2.57,32.0
REC003476,OUT0428,Franchise Outlet 0428,Company-Owned,Jammu,Jammu & Kashmir,North,2023-05,8461.0,1815.0,21.46,1076.81,1954416.64,1090394.64,568725.37,104633.94,190662.68,9.76,12,7.48,3.81,20.0
REC003477,OUT0328,Franchise Outlet 0328,Franchise,Patna,Bihar,East,2024-01,9590.0,1678.0,17.5,632.69,1061647.43,623599.01,212498.02,75378.65,150171.76,14.15,26,9.61,2.8,26.0
REC003478,OUT0380,Franchise Outlet 0380,Franchise,Coimbatore,Tamil Nadu,South,2023-08,2978.0,,22.15,1015.86,669449.5,332845.34,195792.92,43610.94,97200.3,14.52,23,10.61,3.96,16.0
REC003479,OUT0453,Franchise Outlet 0453,Franchise,Chandigarh,Chandigarh,North,2025-09,1945.0,326.0,16.8,1357.48,442537.03,204971.0,67887.05,14138.39,155540.59,35.15,26,9.18,3.47,25.0
REC003480,OUT0679,Franchise Outlet 0679,Franchise,Chennai,Tamil Nadu,South,2024-11,11474.0,2376.0,20.71,617.87,1468065.73,817566.85,207378.23,61052.57,382068.08,26.03,21,9.19,4.21,20.0
REC003481,OUT0018,Franchise Outlet 0018,Company-Owned,Hyderabad,Telangana,South,2023-02,3925.0,1130.0,28.79,1303.86,1473359.74,736302.21,432478.37,81486.13,223093.03,15.14,15,11.85,4.27,24.0
REC003482,OUT0721,Franchise Outlet 0721,Franchise,Ludhiana,Punjab,North,2024-04,10254.0,2816.0,27.47,880.48,2479424.97,1443731.78,710516.44,152852.95,172323.8,6.95,6,4.88,4.15,16.0
REC003483,OUT0286,Franchise Outlet 0286,Franchise,Vadodara,Gujarat,West,2026-02,3147.0,493.0,15.69,715.91,352944.24,227519.46,89458.73,27787.59,8178.47,2.32,14,6.08,3.4,39.0
REC003484,OUT0126,Franchise Outlet 0126,Company-Owned,Lucknow,Uttar Pradesh,North,2023-03,9816.0,2030.0,20.68,1342.09,2724442.33,1647505.49,648754.2,184598.5,243584.14,8.94,13,6.23,3.02,22.0
REC003485,OUT0031,Franchise Outlet 0031,Franchise,Ludhiana,Punjab,North,2025-01,8311.0,2163.0,26.03,1359.24,2940035.78,1691953.98,870109.37,234280.31,143692.12,4.89,22,2.06,4.44,16.0
REC003486,OUT0177,Franchise Outlet 0177,Franchise,Guwahati,Assam,East,2024-10,6515.0,1504.0,23.09,1449.92,2180681.49,1261547.6,468579.01,156237.35,294317.53,13.5,19,8.47,3.73,15.0
REC003487,OUT0555,Franchise Outlet 0555,Franchise,Nashik,Maharashtra,West,2024-06,4497.0,753.0,16.76,1434.47,1080152.28,682650.72,308127.89,73982.52,15391.16,1.42,19,7.12,2.84,33.0
REC003488,OUT0371,Franchise Outlet 0371,Franchise,Ahmedabad,Gujarat,West,2024-12,4266.0,985.0,23.09,771.99,760413.53,442879.14,150567.51,19271.93,147694.96,19.42,17,5.66,4.5,19.0
REC003489,OUT0372,Franchise Outlet 0372,Franchise,Surat,Gujarat,West,2024-09,2041.0,574.0,28.16,1565.38,898525.34,452114.85,148572.99,23907.81,273929.69,30.49,21,8.22,3.97,22.0
REC003490,OUT0383,Franchise Outlet 0383,Franchise,Mysuru,Karnataka,South,2025-11,4263.0,677.0,15.9,1564.75,1059337.0,654039.28,262623.04,50512.55,92162.14,8.7,18,4.43,3.28,25.0
REC003491,OUT0481,Franchise Outlet 0481,Franchise,Ludhiana,Punjab,North,2024-09,2789.0,760.0,27.25,648.33,492731.55,310040.51,139592.2,15988.55,27110.29,5.5,24,2.55,3.44,21.0
REC003492,OUT0301,Franchise Outlet 0301,Franchise,Ludhiana,Punjab,North,2025-05,2122.0,391.0,18.45,683.16,267115.67,145425.63,63390.76,15210.48,43088.81,16.13,14,7.75,4.01,31.0
REC003493,OUT0215,Franchise Outlet 0215,Company-Owned,Jaipur,Rajasthan,North,2023-08,9868.0,2390.0,24.22,746.88,1785051.84,1066374.2,263545.32,108128.38,347003.93,19.44,13,11.14,3.75,17.0
REC003494,OUT0698,Franchise Outlet 0698,Franchise,Jammu,Jammu & Kashmir,North,2024-08,10049.0,2018.0,20.08,867.19,1749982.77,881294.3,264203.89,78829.87,525654.71,30.04,27,7.1,3.67,20.0
REC003495,OUT0110,Franchise Outlet 0110,Franchise,Coimbatore,Tamil Nadu,South,2024-10,7589.0,1790.0,23.59,649.59,1162757.23,561340.91,181341.38,87381.56,332693.39,28.61,12,6.15,3.35,25.0
REC003496,OUT0027,Franchise Outlet 0027,Franchise,Guwahati,Assam,East,2024-08,6546.0,961.0,14.68,1613.02,1550113.54,844274.05,398218.54,32318.38,275302.58,17.76,16,10.29,3.67,24.0
REC003497,OUT0742,Franchise Outlet 0742,Franchise,Vijayawada,Andhra Pradesh,South,2023-07,8872.0,1112.0,12.54,1187.58,1320588.91,693333.73,371423.47,45982.98,209848.73,15.89,23,10.85,3.57,21.0
REC003498,OUT0585,Franchise Outlet 0585,Franchise,Nashik,Maharashtra,West,2026-03,5240.0,924.0,17.65,1501.73,1387601.27,766805.97,244278.51,68291.16,308225.64,22.21,18,6.85,3.21,24.0
REC003499,OUT0233,Franchise Outlet 0233,Franchise,Mysuru,Karnataka,South,2024-12,3194.0,962.0,30.14,1642.17,1579765.41,975165.44,425333.07,51414.9,127851.99,8.09,11,4.17,3.97,20.0
REC003500,OUT0607,Franchise Outlet 0607,Franchise,Dehradun,Uttarakhand,North,2023-12,7586.0,1054.0,13.9,1400.57,1476201.48,736474.29,252510.84,67735.34,419481.01,28.42,24,13.66,2.58,30.0
REC003501,OUT0351,Franchise Outlet 0351,Franchise,Kochi,Kerala,South,2025-11,5899.0,922.0,15.64,640.7,590721.41,326417.53,86151.83,12172.68,165979.37,28.1,22,7.9,3.42,18.0
REC003502,OUT0602,Franchise Outlet 0602,Franchise,Amritsar,Punjab,North,2025-01,2716.0,487.0,17.95,677.19,329793.36,203279.1,69602.45,25814.65,31097.16,9.43,7,8.74,2.92,23.0
REC003503,OUT0287,Franchise Outlet 0287,Company-Owned,Bengaluru,Karnataka,South,2023-05,8453.0,1947.0,23.04,1393.62,2713385.64,1592103.42,431576.21,119168.83,570537.18,21.03,20,8.26,3.39,23.0
REC003504,OUT0474,Franchise Outlet 0474,Franchise,Visakhapatnam,Andhra Pradesh,South,2023-07,4469.0,963.0,,1262.05,1215350.02,744296.91,318034.28,45038.61,107980.22,8.88,17,11.83,2.5,35.0
REC003505,OUT0315,Franchise Outlet 0315,Company-Owned,Nashik,Maharashtra,West,2023-01,5417.0,1368.0,25.26,1572.86,2151667.2,1342885.31,575218.32,103596.08,129967.48,6.04,28,9.54,3.38,24.0
REC003506,OUT0479,Franchise Outlet 0479,Franchise,Ranchi,Jharkhand,East,2025-08,2463.0,673.0,27.33,1022.9,688414.07,432771.13,121952.82,42119.09,91571.03,13.3,15,6.8,3.02,22.0
REC003507,OUT0367,Franchise Outlet 0367,Franchise,Dehradun,Uttarakhand,North,2025-03,5332.0,1296.0,24.32,1203.11,1559228.76,808058.83,224987.26,53992.01,472190.65,30.28,19,2.48,4.34,18.0
REC003508,OUT0463,Franchise Outlet 0463,Franchise,Indore,Madhya Pradesh,West,2025-07,10930.0,2892.0,26.46,1486.27,4298279.18,2075010.51,862948.48,244058.16,1116262.03,25.97,27,13.18,3.42,15.0
REC003509,OUT0313,Franchise Outlet 0313,Franchise,Indore,Madhya Pradesh,West,2026-04,2761.0,800.0,28.98,1739.61,1391688.99,728004.13,359789.11,38271.98,265623.76,19.09,21,5.15,4.4,17.0
REC003510,OUT0623,Franchise Outlet 0623,Company-Owned,Mysuru,Karnataka,South,2023-05,9421.0,2140.0,22.72,1107.09,2369166.45,1451025.77,680374.88,75709.11,162056.7,6.84,16,7.71,3.58,24.0
REC003511,OUT0470,Franchise Outlet 0470,Franchise,Coimbatore,Tamil Nadu,South,2025-11,9018.0,2492.0,27.64,1467.95,3658123.48,1717523.49,892286.29,173754.74,874558.96,23.91,13,6.0,4.04,33.0
REC003512,OUT0553,Franchise Outlet 0553,Franchise,Indore,Madhya Pradesh,West,2024-01,6460.0,1103.0,17.08,860.25,948859.23,427095.9,153766.37,28423.72,339573.24,35.79,20,3.84,3.7,14.0
REC003513,OUT0676,Franchise Outlet 0676,Franchise,Vadodara,Gujarat,West,2025-07,3164.0,823.0,26.02,866.54,713160.61,363694.56,114297.34,49653.01,185515.71,26.01,21,2.36,4.18,25.0
REC003514,OUT0182,Franchise Outlet 0182,Franchise,Amritsar,Punjab,North,2023-04,8346.0,1326.0,15.89,1481.69,1964725.97,1206354.85,331679.27,53767.02,372924.83,18.98,13,15.11,2.56,30.0
REC003515,OUT0405,Franchise Outlet 0405,Franchise,Nashik,Maharashtra,West,2025-09,6719.0,583.0,8.68,1196.33,697463.13,434624.11,118619.68,18421.31,125798.03,18.04,21,7.8,3.26,32.0
REC003516,OUT0017,Franchise Outlet 0017,Franchise,Bengaluru,Karnataka,South,2023-11,10798.0,2621.0,24.28,562.0,1472989.55,956571.15,343349.1,106513.61,66555.68,4.52,21,8.59,3.45,23.0
REC003517,OUT0107,Franchise Outlet 0107,Franchise,Bengaluru,Karnataka,South,2025-11,5523.0,1023.0,18.53,1482.52,1516615.1,829906.35,435098.76,71519.22,180090.77,11.87,16,7.64,4.02,21.0
REC003518,OUT0717,Franchise Outlet 0717,Franchise,Guwahati,Assam,East,2024-01,8471.0,1987.0,23.46,1096.91,2179568.27,1162281.86,335626.79,144646.67,537012.94,24.64,13,10.09,4.38,21.0
REC003519,OUT0427,Franchise Outlet 0427,Franchise,Dehradun,Uttarakhand,North,2023-04,3153.0,565.0,17.93,1204.67,680639.97,351505.55,200358.59,29255.19,99520.64,14.62,15,9.78,4.01,17.0
REC003520,OUT0202,Franchise Outlet 0202,Franchise,Vijayawada,Andhra Pradesh,South,2026-04,4379.0,1709.0,39.04,970.02,1657760.74,787459.97,285691.97,93932.07,490676.73,29.6,12,7.83,3.35,19.0
REC003521,OUT0502,Franchise Outlet 0502,Franchise,Vijayawada,Andhra Pradesh,South,2023-09,7812.0,1566.0,20.05,805.46,1261350.01,606144.07,349466.05,63017.01,242722.88,19.24,22,7.23,3.11,23.0
REC003522,OUT0038,Franchise Outlet 0038,Company-Owned,Jammu,Jammu & Kashmir,North,2025-10,6810.0,1181.0,17.34,464.11,548118.22,329626.49,155441.59,12100.76,50949.38,9.3,31,8.31,3.21,29.0
REC003523,OUT0131,Franchise Outlet 0131,Franchise,Ahmedabad,Gujarat,West,2025-08,3682.0,630.0,17.13,1178.78,742630.25,421786.41,161130.51,55412.93,104300.4,14.04,22,10.1,3.14,27.0
REC003524,OUT0212,Franchise Outlet 0212,Franchise,Amritsar,Punjab,North,2024-09,6330.0,1985.0,31.37,901.83,1790130.32,906071.72,470678.34,132667.55,280712.71,15.68,25,5.47,3.96,23.0
REC003525,OUT0191,Franchise Outlet 0191,Franchise,Ahmedabad,Gujarat,West,2024-09,6148.0,493.0,8.03,746.59,368067.55,171523.18,56944.63,13316.29,126283.45,34.31,12,11.05,2.47,34.0
REC003526,OUT0465,Franchise Outlet 0465,Franchise,Nashik,Maharashtra,West,2023-06,5900.0,1254.0,21.26,1415.79,1775402.94,977240.24,312323.37,66141.75,419697.57,23.64,24,1.0,3.66,22.0
REC003527,OUT0222,Franchise Outlet 0222,Franchise,Surat,Gujarat,West,2026-03,6663.0,2416.0,36.27,1107.94,2676784.25,1499972.19,464098.53,187917.63,524795.9,19.61,16,1.0,4.13,17.0
REC003528,OUT0540,Franchise Outlet 0540,Franchise,Siliguri,West Bengal,East,2025-01,5631.0,1595.0,28.33,1274.24,2032420.77,1307375.81,394820.65,134386.84,195837.47,9.64,15,4.03,3.91,14.0
REC003529,OUT0469,Franchise Outlet 0469,Franchise,Chennai,Tamil Nadu,South,2024-12,13515.0,4357.0,32.24,1184.76,5162018.15,2644615.29,877065.81,372093.02,1268244.03,24.57,26,5.39,3.42,16.0
REC003530,OUT0638,Franchise Outlet 0638,Franchise,Jammu,Jammu & Kashmir,North,2025-10,4924.0,1259.0,25.58,1318.0,1659362.85,832184.29,277429.15,85096.86,464652.55,28.0,22,8.65,3.01,28.0
REC003531,OUT0460,Franchise Outlet 0460,Company-Owned,Pune,Maharashtra,West,2024-05,2225.0,237.0,10.69,1494.44,354182.04,228204.4,76562.55,11665.64,37749.44,10.66,18,10.91,2.74,37.0
REC003532,OUT0547,Franchise Outlet 0547,Franchise,Dehradun,Uttarakhand,North,2025-07,4009.0,733.0,18.3,1508.63,1105823.28,602641.61,276520.34,68529.83,158131.5,14.3,15,9.78,3.22,21.0
REC003533,OUT0373,Franchise Outlet 0373,Franchise,Indore,Madhya Pradesh,West,2023-03,11134.0,2117.0,19.02,926.74,1961914.99,1046248.11,493938.96,92687.5,329040.43,16.77,19,4.64,3.78,21.0
REC003534,OUT0265,Franchise Outlet 0265,Franchise,Kolkata,West Bengal,East,2023-10,4343.0,1041.0,23.99,908.62,945874.88,522382.65,252772.94,40237.45,130481.84,13.79,28,9.0,4.07,21.0
REC003535,OUT0032,Franchise Outlet 0032,Franchise,Amritsar,Punjab,North,2025-05,4747.0,1038.0,21.87,1827.61,1897064.29,944499.5,295550.93,118860.78,538153.08,28.37,24,12.56,2.64,28.0
REC003536,OUT0467,Franchise Outlet 0467,Franchise,Bengaluru,Karnataka,South,2025-09,12371.0,3148.0,25.45,1039.08,3271032.06,1538661.54,697089.12,143043.4,892238.0,27.28,11,6.98,3.36,21.0
REC003537,OUT0503,Franchise Outlet 0503,Company-Owned,Mysuru,Karnataka,South,2025-10,6298.0,1016.0,16.14,1115.41,1133253.34,675105.62,268850.75,54363.91,134933.06,11.91,22,3.03,3.94,12.0
REC003538,OUT0468,Franchise Outlet 0468,Franchise,Hyderabad,Telangana,South,2024-04,5614.0,2070.0,36.88,1667.32,3451357.39,1765582.6,866459.64,177939.82,641375.33,18.58,14,6.5,3.93,22.0
REC003539,OUT0392,Franchise Outlet 0392,Franchise,Amritsar,Punjab,North,2025-03,3410.0,715.0,21.0,736.26,526424.6,270607.31,100429.53,17518.45,137869.31,26.19,9,8.73,3.13,27.0
REC003540,OUT0226,Franchise Outlet 0226,Franchise,Vadodara,Gujarat,West,2023-03,6060.0,1157.0,19.11,1164.81,1347685.99,744416.1,370287.16,42484.8,190497.93,14.14,17,3.55,3.44,20.0
REC003541,OUT0211,Franchise Outlet 0211,Company-Owned,Ludhiana,Punjab,North,2025-02,8743.0,1305.0,14.93,1521.32,1985316.91,926201.22,413833.4,78515.82,566766.47,28.55,11,8.86,3.28,25.0
REC003542,OUT0128,Franchise Outlet 0128,Franchise,Jammu,Jammu & Kashmir,North,2024-10,6887.0,863.0,12.54,934.27,806271.74,377640.9,200533.69,28024.71,200072.43,24.81,17,6.67,2.79,33.0
REC003543,OUT0090,Franchise Outlet 0090,Franchise,Siliguri,West Bengal,East,2024-09,4550.0,1152.0,25.34,620.34,714628.82,357363.97,173709.17,35332.93,148222.74,20.74,23,13.17,3.05,41.0
REC003544,OUT0708,Franchise Outlet 0708,Franchise,Hyderabad,Telangana,South,2025-05,10475.0,2276.0,21.74,926.57,2108876.7,1185302.58,558139.74,53968.27,311466.11,14.77,23,8.24,3.27,23.0
REC003545,OUT0485,Franchise Outlet 0485,Franchise,Jaipur,Rajasthan,North,2025-12,3706.0,1031.0,27.83,737.56,760422.54,383923.67,199501.7,50656.63,126340.54,16.61,16,4.7,3.39,21.0
REC003546,OUT0466,Franchise Outlet 0466,Franchise,Vadodara,Gujarat,West,2025-08,2756.0,683.0,24.79,1394.55,952476.61,519475.67,228211.8,50323.67,154465.46,16.22,16,7.67,3.17,30.0
REC003547,OUT0648,Franchise Outlet 0648,Franchise,Hyderabad,Telangana,South,2023-02,11512.0,2262.0,19.65,555.33,1256150.77,633301.37,260542.19,77469.53,284837.68,22.68,19,8.52,3.45,20.0
REC003548,OUT0395,Franchise Outlet 0395,Franchise,Jaipur,Rajasthan,North,2023-12,8811.0,2781.0,31.56,1732.49,4818066.04,2925201.53,747556.27,129258.7,1016049.56,21.09,15,7.57,2.94,19.0
REC003549,OUT0613,Franchise Outlet 0613,Franchise,Indore,Madhya Pradesh,West,2025-06,6184.0,1613.0,26.09,462.62,746205.15,444434.51,111934.09,36463.32,153373.23,20.55,18,3.33,,11.0
REC003550,OUT0192,Franchise Outlet 0192,Franchise,Surat,Gujarat,West,2023-03,14216.0,4792.0,33.71,1015.72,4867341.02,3026581.11,1284980.36,312332.49,243447.06,5.0,12,7.12,3.84,14.0
REC003551,OUT0206,Franchise Outlet 0206,Franchise,Bhubaneswar,Odisha,East,2024-06,12074.0,2690.0,22.28,548.83,1476341.82,888551.35,305320.2,39326.75,243143.51,16.47,15,6.25,3.88,10.0
REC003552,OUT0706,Franchise Outlet 0706,Franchise,Vadodara,Gujarat,West,2023-10,7311.0,1256.0,17.18,592.84,744603.84,439016.13,137900.67,40317.55,127369.49,17.11,7,5.88,3.19,20.0
REC003553,OUT0638,Franchise Outlet 0638,Franchise,Jammu,Jammu & Kashmir,North,2025-01,5203.0,1316.0,25.3,1294.39,1703414.42,801241.43,274627.3,90203.53,537342.16,31.55,22,4.34,3.31,20.0
REC003554,OUT0423,Franchise Outlet 0423,Franchise,Chandigarh,Chandigarh,North,2023-07,9997.0,2504.0,25.06,1492.48,3737159.89,1846928.36,723135.69,79232.09,1087863.75,29.11,8,4.82,3.5,22.0
REC003555,OUT0548,Franchise Outlet 0548,Franchise,Jammu,Jammu & Kashmir,North,2023-01,2551.0,348.0,13.67,1666.07,579792.02,326251.25,163786.19,37651.03,52103.56,8.99,21,7.56,3.68,20.0
REC003556,OUT0728,Franchise Outlet 0728,Franchise,Jammu,Jammu & Kashmir,North,2025-12,6763.0,1699.0,25.13,1519.85,2582216.88,1492904.77,596414.01,118550.69,374347.4,14.5,17,8.93,3.74,21.0
REC003557,OUT0746,Franchise Outlet 0746,Franchise,Bhubaneswar,Odisha,East,2024-12,3461.0,618.0,17.87,1661.8,1026992.86,484387.18,190208.14,65025.05,287372.5,27.98,9,9.22,3.12,38.0
REC003558,OUT0718,Franchise Outlet 0718,Franchise,Patna,Bihar,East,2025-07,9944.0,2414.0,24.29,1549.16,3739678.58,2411808.56,762159.92,121897.41,443812.68,11.87,23,3.6,4.1,15.0
REC003559,OUT0454,Franchise Outlet 0454,Franchise,Delhi,Delhi,North,2026-01,8190.0,1704.0,20.81,942.17,1605454.2,773132.84,438450.55,123806.87,270063.94,16.82,11,5.77,4.0,18.0
REC003560,OUT0035,Franchise Outlet 0035,Franchise,Jaipur,Rajasthan,North,2025-09,5494.0,1610.0,29.31,507.43,816957.01,452538.01,150668.27,63159.74,150591.0,18.43,15,8.21,4.55,16.0
REC003561,OUT0729,Franchise Outlet 0729,Franchise,Mumbai,Maharashtra,West,2025-11,7678.0,1463.0,19.07,677.63,991378.68,520395.15,267860.15,28441.18,174682.2,17.62,12,9.63,3.02,23.0
REC003562,OUT0644,Franchise Outlet 0644,Company-Owned,Nagpur,Maharashtra,West,2023-02,12990.0,3245.0,24.98,591.91,1920757.78,1201914.09,490010.62,72152.45,156680.61,8.16,8,5.87,4.49,23.0
