date,outlet_id,outlet_name,city,region,revenue,target_revenue,previous_month_revenue,orders,avg_order_value,customer_rating,complaint_rate,on_time_service_pct,benchmark_revenue,benchmark_gap_pct,performance_score,health_category,rank,alert_level,insight,recommendation,source_performance_score,source_rank,source_benchmark_revenue,source_benchmark_gap_pct,target_achievement_pct,revenue_growth_pct,revenue_component_score,growth_component_score,rating_component_score,complaint_component_score,service_component_score,issue_tags
2026-05-01,OUT-006,Pune Baner,Pune,West,1038149.13,1076920.0,1003954.75,2342,443.27,4.06,2.93,91.94,992785.0041666668,4.569380645652621,83.2,Good,7,Low,Pune Baner needs attention due to revenue below target. Its score is 83.2 and it ranks #7 for the month.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,76.9,6,1011876.3466666668,2.6,96.3998374995357,3.4059682470748864,96.3998374995357,58.51492061768722,81.19999999999999,70.7,91.94,revenue below target
2026-05-01,OUT-001,Ahmedabad Central,Ahmedabad,West,1076989.08,1165840.0,1055961.61,2308,466.63,4.2,2.12,91.0,992785.0041666668,8.481602308650231,82.8,Good,8,Low,Ahmedabad Central needs attention due to revenue below target. Its score is 82.8 and it ranks #8 for the month.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,76.3,8,1011876.3466666668,6.4,92.37880669731696,1.9913100818125251,92.37880669731696,54.978275204531315,84.00000000000001,78.8,91.0,revenue below target
2026-05-01,OUT-003,Vadodara Alkapuri,Vadodara,West,999530.44,1047280.0,987021.76,2373,421.21,4.11,3.13,87.01,992785.0041666668,0.6794457818181112,81.2,Good,9,Low,Vadodara Alkapuri needs attention due to revenue below target. Its score is 81.2 and it ranks #9 for the month.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,74.8,9,1011876.3466666668,-1.2,95.44061187075089,1.2673155250396917,95.44061187075089,53.16828881259923,82.2,68.7,87.01,revenue below target
2026-05-01,OUT-002,Surat Citylight,Surat,West,1036100.94,1106560.0,1049352.09,2090,495.74,4.15,2.93,92.4,992785.0041666668,4.363073137843386,80.9,Good,10,Low,Surat Citylight needs attention due to revenue below target. Its score is 80.9 and it ranks #10 for the month.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,74.2,10,1011876.3466666668,2.4,93.63260374493927,-1.2627935014643321,93.63260374493927,46.84301624633917,83.0,70.7,92.4,revenue below target
2026-05-01,OUT-004,Rajkot Kalawad,Rajkot,West,812551.81,928720.0,811463.91,1731,469.41,4.04,2.87,87.93,992785.0041666668,-18.154302634531888,78.2,Good,11,Medium,Rajkot Kalawad needs attention due to revenue below 90% of target. Its score is 78.2 and it ranks #11 for the month.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,72.1,11,1011876.3466666668,-19.7,87.49158088551987,0.13406634436767817,87.49158088551987,50.3351658609192,80.80000000000001,71.3,87.93,revenue below 90% of target
2026-05-01,OUT-012,Kolkata Park Street,Kolkata,East,472402.26,988000.0,446193.38,943,500.96,3.09,7.48,67.46,992785.0041666668,-52.41645894958602,52.7,Critical,12,High,"Kolkata Park Street needs attention due to revenue below 90% of target, low customer rating. Its score is 52.7 and it ranks #12 for the month.","Run a complaint root-cause review, assign owners to recurring issues, and verify closure within seven days.",51.9,12,472402.26,0.0,47.81399392712551,5.87388365107524,47.81399392712551,64.6847091276881,61.8,25.19999999999999,67.46,"revenue below 90% of target, low customer rating, elevated complaint rate, service delays"
2026-06-01,OUT-005,Mumbai Andheri,Mumbai,West,1231671.95,1122187.5,1107936.68,2712,454.16,4.72,1.57,96.85,1006509.3183333334,22.37064551369586,92.7,Excellent,1,Low,"Mumbai Andheri is a leading outlet with a 92.7 score, 109.8% target achievement, and +11.2% monthly growth.",Maintain the operating plan and document the outlet's strongest practice for replication across peers.,89.4,1,1044805.1466666666,17.9,109.75634196602617,11.168081374469896,100.0,77.92020343617475,94.39999999999999,84.3,96.85,No major issue
2026-06-01,OUT-004,Rajkot Kalawad,Rajkot,West,916163.91,937650.0,812551.81,2147,426.72,4.28,3.96,87.68,1006509.3183333334,-8.97611245993581,85.8,Excellent,2,Low,"Rajkot Kalawad is a leading outlet with a 85.8 score, 97.7% target achievement, and +12.8% monthly growth.",Maintain the operating plan and document the outlet's strongest practice for replication across peers.,81.2,2,1044805.1466666666,-12.3,97.70851703727404,12.75144535091246,97.70851703727404,81.87861337728116,85.60000000000001,60.4,87.68,revenue below target
2026-06-01,OUT-009,Bengaluru Indiranagar,Bengaluru,South,1240729.97,1197000.0,1165506.42,2657,466.97,4.2,3.53,94.24,1006509.3183333334,23.270589491859823,85.6,Excellent,3,Low,"Bengaluru Indiranagar is a leading outlet with a 85.6 score, 103.7% target achievement, and +6.5% monthly growth.",Maintain the operating plan and document the outlet's strongest practice for replication across peers.,80.9,3,1067074.63,16.3,103.65329741019214,6.454151492361593,100.0,66.13537873090398,84.00000000000001,64.7,94.24,No major issue
2026-06-01,OUT-007,Delhi Connaught Place,Delhi,North,1266095.38,1216950.0,1254463.04,2837,446.28,4.09,2.9,91.24,1006509.3183333334,25.790726120301795,83.5,Good,4,Low,Delhi Connaught Place is stable with a 83.5 score and 104.0% target achievement; no major operating risk is detected.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,78.0,4,1076805.405,17.6,104.0384058506923,0.9272764225879415,100.0,52.31819105646986,81.8,71.0,91.24,No major issue
2026-06-01,OUT-010,Hyderabad Jubilee Hills,Hyderabad,South,1086365.04,1107225.0,1154057.82,2308,470.7,4.45,2.07,90.06,1006509.3183333334,7.9339277055972826,82.8,Good,5,Low,"Hyderabad Jubilee Hills needs attention due to revenue below target, declining monthly revenue. Its score is 82.8 and it ranks #5 for the month.",Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,74.9,8,1067074.63,1.8,98.1160143602249,-5.8656315850795115,98.1160143602249,35.33592103730122,89.0,79.3,90.06,"revenue below target, declining monthly revenue"
2026-06-01,OUT-006,Pune Baner,Pune,West,1072817.79,1087275.0,1038149.13,2519,425.89,4.16,3.9,89.64,1006509.3183333334,6.5879640117456715,82.5,Good,6,Low,Pune Baner needs attention due to revenue below target. Its score is 82.5 and it ranks #6 for the month.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,76.6,5,1044805.1466666666,2.7,98.6703262744016,3.3394681937459314,98.6703262744016,58.34867048436483,83.2,61.0,89.64,revenue below target
2026-06-01,OUT-002,Surat Citylight,Surat,West,1030351.02,1117200.0,1036100.94,2297,448.56,4.33,2.78,95.34,1006509.3183333334,2.368751210981916,82.0,Good,7,Low,Surat Citylight needs attention due to revenue below target. Its score is 82.0 and it ranks #7 for the month.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,75.5,7,1044805.1466666666,-1.4,92.22619226638024,-0.5549575121512662,92.22619226638024,48.61260621962183,86.6,72.2,95.34,revenue below target
2026-06-01,OUT-011,Chennai T Nagar,Chennai,South,874128.88,907725.0,849824.57,1763,495.82,4.17,3.85,90.09,1006509.3183333334,-13.152430476504732,81.7,Good,8,Low,Chennai T Nagar needs attention due to revenue below target. Its score is 81.7 and it ranks #8 for the month.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,75.9,6,1067074.63,-18.1,96.2988658459335,2.859920842251018,96.2988658459335,57.14980210562754,83.39999999999999,61.5,90.09,revenue below target
2026-06-01,OUT-003,Vadodara Alkapuri,Vadodara,West,963988.19,1057350.0,999530.44,2183,441.59,4.26,3.65,90.44,1006509.3183333334,-4.22461347936089,78.2,Good,9,Low,Vadodara Alkapuri needs attention due to revenue below target. Its score is 78.2 and it ranks #9 for the month.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,71.8,9,1044805.1466666666,-7.7,91.17020759445784,-3.5558947059181056,91.17020759445784,41.110263235204734,85.2,63.5,90.44,revenue below target
2026-06-01,OUT-001,Ahmedabad Central,Ahmedabad,West,1053838.02,1177050.0,1076989.08,2233,471.94,4.13,3.78,93.34,1006509.3183333334,4.702261648708596,77.9,Good,10,Medium,Ahmedabad Central needs attention due to revenue below 90% of target. Its score is 77.9 and it ranks #10 for the month.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,71.8,9,1044805.1466666666,0.9,89.53213712246718,-2.1496095392165016,89.53213712246718,44.625976151958746,82.6,62.2,93.34,revenue below 90% of target
2026-06-01,OUT-008,Jaipur Malviya Nagar,Jaipur,North,887515.43,967575.0,945907.86,1933,459.14,4.07,3.67,87.96,1006509.3183333334,-11.82243285440952,76.3,Good,11,Low,"Jaipur Malviya Nagar needs attention due to revenue below target, declining monthly revenue. Its score is 76.3 and it ranks #11 for the month.",Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,69.5,10,1076805.405,-17.6,91.72575045862078,-6.1731625742067475,91.72575045862078,34.56709356448313,81.4,63.3,87.96,"revenue below target, declining monthly revenue"
2026-06-01,OUT-012,Kolkata Park Street,Kolkata,East,454446.24,997500.0,472402.26,990,459.04,2.82,7.5,68.58,1006509.3183333334,-54.84927643268003,47.3,Critical,12,High,"Kolkata Park Street needs attention due to revenue below 90% of target, low customer rating. Its score is 47.3 and it ranks #12 for the month.","Run a complaint root-cause review, assign owners to recurring issues, and verify closure within seven days.",45.5,11,454446.24,0.0,45.55852030075188,-3.8010021374580205,45.55852030075188,40.497494656354945,56.39999999999999,25.0,68.58,"revenue below 90% of target, low customer rating, elevated complaint rate, service delays"
2026-07-01,OUT-005,Mumbai Andheri,Mumbai,West,1280004.37,1132875.0,1231671.95,2732,468.52,4.74,1.42,96.9,1047183.5800000001,22.23304437221982,90.3,Excellent,1,Low,"Mumbai Andheri is a leading outlet with a 90.3 score, 113.0% target achievement, and +3.9% monthly growth.",Maintain the operating plan and document the outlet's strongest practice for replication across peers.,87.0,1,1122480.086666667,14.0,112.98725543418296,3.9241309343774677,100.0,59.81032733594367,94.80000000000001,85.8,96.9,No major issue
2026-07-01,OUT-002,Surat Citylight,Surat,West,1201266.5,1127840.0,1030351.02,2624,457.8,3.95,2.41,90.34,1047183.5800000001,14.714031325815851,89.5,Excellent,2,Low,"Surat Citylight is a leading outlet with a 89.5 score, 106.5% target achievement, and +16.6% monthly growth.",Maintain the operating plan and document the outlet's strongest practice for replication across peers.,86.3,2,1122480.086666667,7.0,106.51036494538234,16.588082768142453,100.0,91.47020692035613,79.0,75.9,90.34,No major issue
2026-07-01,OUT-003,Vadodara Alkapuri,Vadodara,West,1085762.71,1067420.0,963988.19,2434,446.08,4.12,2.98,88.49,1047183.5800000001,3.684084695063676,87.5,Excellent,3,Low,"Vadodara Alkapuri is a leading outlet with a 87.5 score, 101.7% target achievement, and +12.6% monthly growth.",Maintain the operating plan and document the outlet's strongest practice for replication across peers.,82.8,3,1122480.086666667,-3.3,101.71841543160143,12.632366377849502,100.0,81.58091594462375,82.4,70.2,88.49,No major issue
2026-07-01,OUT-007,Delhi Connaught Place,Delhi,North,1319647.56,1228540.0,1266095.38,3078,428.74,4.26,2.01,91.8,1047183.5800000001,26.018740668183504,86.9,Excellent,4,Low,"Delhi Connaught Place is a leading outlet with a 86.9 score, 107.4% target achievement, and +4.2% monthly growth.",Maintain the operating plan and document the outlet's strongest practice for replication across peers.,82.2,4,1132066.495,16.6,107.4159213375226,4.229711350814669,100.0,60.57427837703667,85.2,79.9,91.8,No major issue
2026-07-01,OUT-006,Pune Baner,Pune,West,1156756.07,1097630.0,1072817.79,2582,448.01,3.98,3.63,90.07,1047183.5800000001,10.463541645677827,84.4,Good,5,Low,Pune Baner is stable with a 84.4 score and 105.4% target achievement; no major operating risk is detected.,"Run a complaint root-cause review, assign owners to recurring issues, and verify closure within seven days.",80.5,5,1122480.086666667,3.1,105.38670316955623,7.824094714163898,100.0,69.56023678540974,79.60000000000001,63.7,90.07,No major issue
2026-07-01,OUT-009,Bengaluru Indiranagar,Bengaluru,South,1260754.33,1208400.0,1240729.97,2960,425.93,4.12,2.82,93.74,1047183.5800000001,20.394776434519724,84.4,Good,6,Low,Bengaluru Indiranagar is stable with a 84.4 score and 104.3% target achievement; no major operating risk is detected.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,79.0,6,1049651.7833333334,20.1,104.33253310162198,1.6139176520415743,100.0,54.03479413010393,82.4,71.8,93.74,No major issue
2026-07-01,OUT-001,Ahmedabad Central,Ahmedabad,West,1139134.44,1188260.0,1053838.02,2367,481.26,4.07,3.4,94.14,1047183.5800000001,8.780777483161058,84.4,Good,7,Low,Ahmedabad Central needs attention due to revenue below target. Its score is 84.4 and it ranks #7 for the month.,"Run a complaint root-cause review, assign owners to recurring issues, and verify closure within seven days.",79.0,6,1122480.086666667,1.5,95.86575665258444,8.093883346512776,95.86575665258444,70.23470836628194,81.4,66.0,94.14,revenue below target
2026-07-01,OUT-008,Jaipur Malviya Nagar,Jaipur,North,944485.43,976790.0,887515.43,1946,485.35,4.05,3.95,85.75,1047183.5800000001,-9.807081772615266,81.9,Good,8,Low,Jaipur Malviya Nagar needs attention due to revenue below target. Its score is 81.9 and it ranks #8 for the month.,"Run a complaint root-cause review, assign owners to recurring issues, and verify closure within seven days.",76.5,7,1132066.495,-16.6,96.69278248139314,6.419043328632612,96.69278248139314,66.04760832158154,81.0,60.5,85.75,revenue below target
2026-07-01,OUT-010,Hyderabad Jubilee Hills,Hyderabad,South,1061806.56,1117770.0,1086365.04,2355,450.87,4.01,2.85,91.67,1047183.5800000001,1.3964103600631306,80.4,Good,9,Low,Hyderabad Jubilee Hills needs attention due to revenue below target. Its score is 80.4 and it ranks #9 for the month.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,73.5,8,1049651.7833333334,1.2,94.9932955795915,-2.2606103009353062,94.9932955795915,44.348474247661734,80.19999999999999,71.5,91.67,revenue below target
2026-07-01,OUT-004,Rajkot Kalawad,Rajkot,West,871956.43,946580.0,916163.91,1879,464.05,4.07,2.96,92.84,1047183.5800000001,-16.73318349777792,78.7,Good,10,Low,Rajkot Kalawad needs attention due to revenue below target. Its score is 78.7 and it ranks #10 for the month.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,71.7,9,1122480.086666667,-22.3,92.11650679287541,-4.825280664024412,92.11650679287541,37.936798339938974,81.4,70.4,92.84,revenue below target
2026-07-01,OUT-011,Chennai T Nagar,Chennai,South,826394.46,916370.0,874128.88,1923,429.74,4.1,2.78,81.52,1047183.5800000001,-21.08408919093251,76.5,Good,11,Low,"Chennai T Nagar needs attention due to revenue below target, declining monthly revenue. Its score is 76.5 and it ranks #11 for the month.",Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,69.4,10,1049651.7833333334,-21.3,90.1813088599583,-5.46079886984171,90.1813088599583,36.348002825395724,82.0,72.2,81.52,"revenue below target, declining monthly revenue, service delays"
2026-07-01,OUT-012,Kolkata Park Street,Kolkata,East,418234.1,1007000.0,454446.24,881,474.73,2.89,8.24,66.38,1047183.5800000001,-60.061052523378955,43.2,Critical,12,High,"Kolkata Park Street needs attention due to revenue below 90% of target, declining monthly revenue. Its score is 43.2 and it ranks #12 for the month.","Run a complaint root-cause review, assign owners to recurring issues, and verify closure within seven days.",41.4,11,418234.1,0.0,41.53268123138034,-7.968410080805166,41.53268123138034,30.078974797987087,57.800000000000004,17.599999999999994,66.38,"revenue below 90% of target, declining monthly revenue, low customer rating, elevated complaint rate, service delays"
2026-08-01,OUT-005,Mumbai Andheri,Mumbai,West,1322285.76,1143562.5,1280004.37,2987,442.68,4.79,1.48,98.22,1042700.3783333333,26.813587822185305,90.4,Excellent,1,Low,"Mumbai Andheri is a leading outlet with a 90.4 score, 115.6% target achievement, and +3.3% monthly growth.",Maintain the operating plan and document the outlet's strongest practice for replication across peers.,87.8,1,1151947.725,14.8,115.62863944909,3.3032223163425467,100.0,58.25805579085637,95.8,85.2,98.22,No major issue
2026-08-01,OUT-010,Hyderabad Jubilee Hills,Hyderabad,South,1126364.68,1128315.0,1061806.56,2603,432.72,4.06,1.68,81.33,1042700.3783333333,8.023810425809648,85.6,Excellent,2,Low,"Hyderabad Jubilee Hills is a leading outlet with a 85.6 score, 99.8% target achievement, and +6.1% monthly growth.",Maintain the operating plan and document the outlet's strongest practice for replication across peers.,78.9,4,1018436.3333333334,10.6,99.82714756074323,6.080026478645961,99.82714756074323,65.2000661966149,81.19999999999999,83.2,81.33,"revenue below target, service delays"
2026-08-01,OUT-007,Delhi Connaught Place,Delhi,North,1277300.03,1240130.0,1319647.56,2977,429.06,4.37,1.7,92.55,1042700.3783333333,22.49923914304645,85.1,Excellent,3,Low,"Delhi Connaught Place is a leading outlet with a 85.1 score, 103.0% target achievement, and -3.2% monthly growth.",Maintain the operating plan and document the outlet's strongest practice for replication across peers.,78.1,5,1088339.905,17.4,102.99726883471894,-3.2090030159264704,100.0,41.977492460183825,87.4,83.0,92.55,No major issue
2026-08-01,OUT-002,Surat Citylight,Surat,West,1238956.75,1138480.0,1201266.5,2553,485.29,4.25,2.9,88.87,1042700.3783333333,18.821933485855794,84.7,Good,4,Low,Surat Citylight is stable with a 84.7 score and 108.8% target achievement; no major operating risk is detected.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,80.7,2,1151947.725,7.6,108.8255173564753,3.1375427517540855,100.0,57.843856879385214,85.0,71.0,88.87,No major issue
2026-08-01,OUT-001,Ahmedabad Central,Ahmedabad,West,1223423.67,1199470.0,1139134.44,2517,486.06,4.23,4.07,86.48,1042700.3783333333,17.332236126694156,84.1,Good,5,Low,Ahmedabad Central is stable with a 84.1 score and 102.0% target achievement; no major operating risk is detected.,"Run a complaint root-cause review, assign owners to recurring issues, and verify closure within seven days.",79.3,3,1151947.725,6.2,101.99702118435643,7.399410204821821,100.0,68.49852551205456,84.60000000000001,59.3,86.48,No major issue
2026-08-01,OUT-003,Vadodara Alkapuri,Vadodara,West,1111893.15,1077490.0,1085762.71,2230,498.61,3.84,4.0,91.66,1042700.3783333333,6.635920836363873,81.5,Good,6,Low,Vadodara Alkapuri is stable with a 81.5 score and 103.2% target achievement; no major operating risk is detected.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,76.4,6,1151947.725,-3.5,103.19289738187824,2.406643713155332,100.0,56.01660928288833,76.8,60.0,91.66,No major issue
2026-08-01,OUT-006,Pune Baner,Pune,West,1130121.19,1107985.0,1156756.07,2492,453.5,4.24,3.55,87.95,1042700.3783333333,8.384077869656217,81.5,Good,7,Low,Pune Baner is stable with a 81.5 score and 102.0% target achievement; no major operating risk is detected.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,75.2,7,1151947.725,-1.9,101.99787813011909,-2.3025494043873995,100.0,44.2436264890315,84.80000000000001,64.5,87.95,No major issue
2026-08-01,OUT-004,Rajkot Kalawad,Rajkot,West,885005.83,955510.0,871956.43,1937,456.9,4.04,3.15,88.42,1042700.3783333333,-15.123668467963395,80.2,Good,8,Low,Rajkot Kalawad needs attention due to revenue below target. Its score is 80.2 and it ranks #8 for the month.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,74.0,8,1151947.725,-23.2,92.62130485290577,1.4965656024808371,92.62130485290577,53.74141400620209,80.80000000000001,68.5,88.42,revenue below target
2026-08-01,OUT-008,Jaipur Malviya Nagar,Jaipur,North,899379.78,986005.0,944485.43,2003,449.02,4.04,3.39,88.44,1042700.3783333333,-13.745137271592716,77.0,Good,9,Low,Jaipur Malviya Nagar needs attention due to revenue below target. Its score is 77.0 and it ranks #9 for the month.,Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,70.3,10,1088339.905,-17.4,91.21452528131196,-4.775685105062976,91.21452528131196,38.06078723734256,80.80000000000001,66.1,88.44,revenue below target
2026-08-01,OUT-011,Chennai T Nagar,Chennai,South,827349.92,925015.0,826394.46,1778,465.33,3.79,3.9,88.86,1042700.3783333333,-20.653148575389643,76.5,Good,10,Medium,"Chennai T Nagar needs attention due to revenue below 90% of target, low customer rating. Its score is 76.5 and it ranks #10 for the month.",Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,70.7,9,1018436.3333333334,-18.8,89.44178418728346,0.11561790963603436,89.44178418728346,50.28904477409009,75.8,61.0,88.86,"revenue below 90% of target, low customer rating"
2026-08-01,OUT-009,Bengaluru Indiranagar,Bengaluru,South,1101594.4,1219800.0,1260754.33,2414,456.34,4.34,2.74,90.39,1042700.3783333333,5.648220993340736,76.2,Good,11,Low,"Bengaluru Indiranagar needs attention due to revenue below target, declining monthly revenue. Its score is 76.2 and it ranks #11 for the month.",Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,68.2,11,1018436.3333333334,8.2,90.30942777504508,-12.624182698622988,90.30942777504508,18.43954325344253,86.8,72.6,90.39,"revenue below target, declining monthly revenue"
2026-08-01,OUT-012,Kolkata Park Street,Kolkata,East,368729.38,1016500.0,418234.1,735,501.67,2.98,7.41,68.28,1042700.3783333333,-64.6370723880064,41.8,Critical,12,High,"Kolkata Park Street needs attention due to revenue below 90% of target, declining monthly revenue. Its score is 41.8 and it ranks #12 for the month.",Compare the latest sales mix with the prior month and replicate practices from the strongest peer outlet.,39.4,12,368729.38,0.0,36.27441023118544,-11.836605384400745,36.27441023118544,20.40848653899814,59.599999999999994,25.900000000000006,68.28,"revenue below 90% of target, declining monthly revenue, low customer rating, elevated complaint rate, service delays"
