Outlet_ID,SKU_ID,Month,Inventory_Units_Sold,Demand_Forecast_Next_Month_Units
OUT0145,SKU-0145-05,2025-12-01,754.0,720.0
OUT0145,SKU-0145-05,2026-01-01,867.0,740.33
OUT0145,SKU-0145-05,2026-02-01,728.0,771.67
OUT0145,SKU-0145-05,2026-03-01,799.0,783.0
OUT0145,SKU-0145-05,2026-04-01,825.0,798.0
OUT0146,SKU-0146-01,2023-01-01,2350.0,
OUT0146,SKU-0146-01,2023-02-01,2222.0,
OUT0146,SKU-0146-01,2023-03-01,2189.0,
OUT0146,SKU-0146-01,2023-04-01,2213.0,2253.67
OUT0146,SKU-0146-01,2023-05-01,2173.0,2208.0
OUT0146,SKU-0146-01,2023-06-01,2143.0,2191.67
OUT0146,SKU-0146-01,2023-07-01,1983.0,2176.33
OUT0146,SKU-0146-01,2023-08-01,1638.0,2099.67
OUT0146,SKU-0146-01,2023-09-01,1708.0,1921.33
OUT0146,SKU-0146-01,2023-10-01,1808.0,1776.33
OUT0146,SKU-0146-01,2023-11-01,2281.0,1718.0
OUT0146,SKU-0146-01,2023-12-01,2059.0,1932.33
OUT0146,SKU-0146-01,2024-01-01,2247.0,2049.33
OUT0146,SKU-0146-01,2024-02-01,2458.0,2195.67
OUT0146,SKU-0146-01,2024-03-01,2264.0,2254.67
OUT0146,SKU-0146-01,2024-04-01,2307.0,2323.0
OUT0146,SKU-0146-01,2024-05-01,2181.0,2343.0
OUT0146,SKU-0146-01,2024-06-01,2260.0,2250.67
OUT0146,SKU-0146-01,2024-07-01,1862.0,2249.33
OUT0146,SKU-0146-01,2024-08-01,1866.0,2101.0
OUT0146,SKU-0146-01,2024-09-01,1904.0,1996.0
OUT0146,SKU-0146-01,2024-10-01,1776.0,1877.33
OUT0146,SKU-0146-01,2024-11-01,1992.0,1848.67
OUT0146,SKU-0146-01,2024-12-01,1929.0,1890.67
OUT0146,SKU-0146-01,2025-01-01,2145.0,1899.0
OUT0146,SKU-0146-01,2025-02-01,2103.0,2022.0
OUT0146,SKU-0146-01,2025-03-01,2313.0,2059.0
OUT0146,SKU-0146-01,2025-04-01,2421.0,2187.0
OUT0146,SKU-0146-01,2025-05-01,2119.0,2279.0
OUT0146,SKU-0146-01,2025-06-01,2083.0,2284.33
OUT0146,SKU-0146-01,2025-07-01,1958.0,2207.67
OUT0146,SKU-0146-01,2025-08-01,1780.0,2053.33
OUT0146,SKU-0146-01,2025-09-01,2019.0,1940.33
OUT0146,SKU-0146-01,2025-10-01,1815.0,1919.0
OUT0146,SKU-0146-01,2025-11-01,1963.0,1871.33
OUT0146,SKU-0146-01,2025-12-01,2117.0,1932.33
OUT0146,SKU-0146-01,2026-01-01,2184.0,1965.0
OUT0146,SKU-0146-01,2026-02-01,2267.0,2088.0
OUT0146,SKU-0146-01,2026-03-01,2374.0,2189.33
OUT0146,SKU-0146-01,2026-04-01,2065.0,2275.0
OUT0147,SKU-0147-02,2023-01-01,1155.0,
OUT0147,SKU-0147-02,2023-02-01,1078.0,
OUT0147,SKU-0147-02,2023-03-01,1174.0,
OUT0147,SKU-0147-02,2023-04-01,1106.0,1135.67
OUT0147,SKU-0147-02,2023-05-01,920.0,1119.33
OUT0147,SKU-0147-02,2023-06-01,820.0,1066.67
OUT0147,SKU-0147-02,2023-07-01,878.0,948.67
OUT0147,SKU-0147-02,2023-08-01,779.0,872.67
OUT0147,SKU-0147-02,2023-09-01,1047.0,825.67
OUT0147,SKU-0147-02,2023-10-01,998.0,901.33
OUT0147,SKU-0147-02,2023-11-01,974.0,941.33
OUT0147,SKU-0147-02,2023-12-01,926.0,1006.33
OUT0147,SKU-0147-02,2024-01-01,1185.0,966.0
OUT0147,SKU-0147-02,2024-02-01,1037.0,1028.33
OUT0147,SKU-0147-02,2024-03-01,1101.0,1049.33
OUT0147,SKU-0147-02,2024-04-01,867.0,1107.67
OUT0147,SKU-0147-02,2024-05-01,976.0,1001.67
OUT0147,SKU-0147-02,2024-06-01,991.0,981.33
OUT0147,SKU-0147-02,2024-07-01,990.0,944.67
OUT0147,SKU-0147-02,2024-08-01,956.0,985.67
OUT0147,SKU-0147-02,2024-09-01,746.0,979.0
OUT0147,SKU-0147-02,2024-10-01,827.0,897.33
OUT0147,SKU-0147-02,2024-11-01,859.0,843.0
OUT0147,SKU-0147-02,2024-12-01,881.0,810.67
OUT0147,SKU-0147-02,2025-01-01,983.0,855.67
OUT0147,SKU-0147-02,2025-02-01,1218.0,907.67
OUT0147,SKU-0147-02,2025-03-01,1096.0,1027.33
OUT0147,SKU-0147-02,2025-04-01,1076.0,1099.0
OUT0147,SKU-0147-02,2025-05-01,902.0,1130.0
OUT0147,SKU-0147-02,2025-06-01,999.0,1024.67
OUT0147,SKU-0147-02,2025-07-01,1019.0,992.33
OUT0147,SKU-0147-02,2025-08-01,728.0,973.33
OUT0147,SKU-0147-02,2025-09-01,803.0,915.33
OUT0147,SKU-0147-02,2025-10-01,759.0,850.0
OUT0147,SKU-0147-02,2025-11-01,947.0,763.33
OUT0147,SKU-0147-02,2025-12-01,896.0,836.33
OUT0147,SKU-0147-02,2026-01-01,1009.0,867.33
OUT0147,SKU-0147-02,2026-02-01,1071.0,950.67
OUT0147,SKU-0147-02,2026-03-01,1185.0,992.0
OUT0147,SKU-0147-02,2026-04-01,886.0,1088.33
OUT0148,SKU-0148-03,2023-01-01,699.0,
OUT0148,SKU-0148-03,2023-02-01,729.0,
OUT0148,SKU-0148-03,2023-03-01,803.0,
OUT0148,SKU-0148-03,2023-04-01,725.0,743.67
OUT0148,SKU-0148-03,2023-05-01,683.0,752.33
OUT0148,SKU-0148-03,2023-06-01,741.0,737.0
OUT0148,SKU-0148-03,2023-07-01,679.0,716.33
OUT0148,SKU-0148-03,2023-08-01,775.0,701.0
OUT0148,SKU-0148-03,2023-09-01,680.0,731.67
OUT0148,SKU-0148-03,2023-10-01,657.0,711.33
OUT0148,SKU-0148-03,2023-11-01,756.0,704.0
OUT0148,SKU-0148-03,2023-12-01,654.0,697.67
OUT0148,SKU-0148-03,2024-01-01,816.0,689.0
OUT0148,SKU-0148-03,2024-02-01,817.0,742.0
OUT0148,SKU-0148-03,2024-03-01,795.0,762.33
OUT0148,SKU-0148-03,2024-04-01,775.0,809.33
OUT0148,SKU-0148-03,2024-05-01,701.0,795.67
OUT0148,SKU-0148-03,2024-06-01,649.0,757.0
OUT0148,SKU-0148-03,2024-07-01,603.0,708.33
OUT0148,SKU-0148-03,2024-08-01,616.0,651.0
OUT0148,SKU-0148-03,2024-09-01,554.0,622.67
OUT0148,SKU-0148-03,2024-10-01,758.0,591.0
OUT0148,SKU-0148-03,2024-11-01,666.0,642.67
OUT0148,SKU-0148-03,2024-12-01,715.0,659.33
OUT0148,SKU-0148-03,2025-01-01,764.0,713.0
OUT0148,SKU-0148-03,2025-02-01,761.0,715.0
OUT0148,SKU-0148-03,2025-03-01,764.0,746.67
OUT0148,SKU-0148-03,2025-04-01,721.0,763.0
OUT0148,SKU-0148-03,2025-05-01,630.0,748.67
OUT0148,SKU-0148-03,2025-06-01,624.0,705.0
OUT0148,SKU-0148-03,2025-07-01,753.0,658.33
OUT0148,SKU-0148-03,2025-08-01,584.0,669.0
OUT0148,SKU-0148-03,2025-09-01,657.0,653.67
OUT0148,SKU-0148-03,2025-10-01,652.0,664.67
OUT0148,SKU-0148-03,2025-11-01,568.0,631.0
OUT0148,SKU-0148-03,2025-12-01,627.0,625.67
OUT0148,SKU-0148-03,2026-01-01,660.0,615.67
OUT0148,SKU-0148-03,2026-02-01,748.0,618.33
OUT0148,SKU-0148-03,2026-03-01,747.0,678.33
OUT0148,SKU-0148-03,2026-04-01,755.0,718.33
OUT0149,SKU-0149-04,2023-01-01,2569.0,
OUT0149,SKU-0149-04,2023-02-01,2348.0,
OUT0149,SKU-0149-04,2023-03-01,2779.0,
OUT0149,SKU-0149-04,2023-04-01,2582.0,2565.33
OUT0149,SKU-0149-04,2023-05-01,2564.0,2569.67
OUT0149,SKU-0149-04,2023-06-01,2009.0,2641.67
OUT0149,SKU-0149-04,2023-07-01,2637.0,2385.0
OUT0149,SKU-0149-04,2023-08-01,2269.0,2403.33
OUT0149,SKU-0149-04,2023-09-01,1978.0,2305.0
OUT0149,SKU-0149-04,2023-10-01,2017.0,2294.67
OUT0149,SKU-0149-04,2023-11-01,2403.0,2088.0
OUT0149,SKU-0149-04,2023-12-01,2211.0,2132.67
OUT0149,SKU-0149-04,2024-01-01,2137.0,2210.33
OUT0149,SKU-0149-04,2024-02-01,2774.0,2250.33
OUT0149,SKU-0149-04,2024-03-01,2640.0,2374.0
OUT0149,SKU-0149-04,2024-04-01,2264.0,2517.0
OUT0149,SKU-0149-04,2024-05-01,2404.0,2559.33
OUT0149,SKU-0149-04,2024-06-01,2638.0,2436.0
OUT0149,SKU-0149-04,2024-07-01,2205.0,2435.33
OUT0149,SKU-0149-04,2024-08-01,2190.0,2415.67
OUT0149,SKU-0149-04,2024-09-01,2624.0,2344.33
OUT0149,SKU-0149-04,2024-10-01,2170.0,2339.67
OUT0149,SKU-0149-04,2024-11-01,2122.0,2328.0
OUT0149,SKU-0149-04,2024-12-01,2190.0,2305.33
OUT0149,SKU-0149-04,2025-01-01,3023.0,2160.67
OUT0149,SKU-0149-04,2025-02-01,2780.0,2445.0
OUT0149,SKU-0149-04,2025-03-01,2602.0,2664.33
OUT0149,SKU-0149-04,2025-04-01,2924.0,2801.67
OUT0149,SKU-0149-04,2025-05-01,2204.0,2768.67
OUT0149,SKU-0149-04,2025-06-01,2852.0,2576.67
OUT0149,SKU-0149-04,2025-07-01,2132.0,2660.0
OUT0149,SKU-0149-04,2025-08-01,2222.0,2396.0
OUT0149,SKU-0149-04,2025-09-01,2201.0,2402.0
OUT0149,SKU-0149-04,2025-10-01,2395.0,2185.0
OUT0149,SKU-0149-04,2025-11-01,2221.0,2272.67
OUT0149,SKU-0149-04,2025-12-01,2258.0,2272.33
OUT0149,SKU-0149-04,2026-01-01,2728.0,2291.33
OUT0149,SKU-0149-04,2026-02-01,2342.0,2402.33
OUT0149,SKU-0149-04,2026-03-01,2777.0,2442.67
OUT0149,SKU-0149-04,2026-04-01,2318.0,2615.67
OUT0150,SKU-0150-05,2023-01-01,560.0,
OUT0150,SKU-0150-05,2023-02-01,590.0,
OUT0150,SKU-0150-05,2023-03-01,545.0,
OUT0150,SKU-0150-05,2023-04-01,610.0,565.0
OUT0150,SKU-0150-05,2023-05-01,576.0,581.67
OUT0150,SKU-0150-05,2023-06-01,576.0,577.0
OUT0150,SKU-0150-05,2023-07-01,468.0,587.33
OUT0150,SKU-0150-05,2023-08-01,517.0,540.0
OUT0150,SKU-0150-05,2023-09-01,443.0,520.33
OUT0150,SKU-0150-05,2023-10-01,483.0,476.0
OUT0150,SKU-0150-05,2023-11-01,559.0,481.0
OUT0150,SKU-0150-05,2023-12-01,495.0,495.0
OUT0150,SKU-0150-05,2024-01-01,540.0,512.33
OUT0150,SKU-0150-05,2024-02-01,544.0,531.33
OUT0150,SKU-0150-05,2024-03-01,558.0,526.33
OUT0150,SKU-0150-05,2024-04-01,627.0,547.33
OUT0150,SKU-0150-05,2024-05-01,583.0,576.33
OUT0150,SKU-0150-05,2024-06-01,593.0,589.33
OUT0150,SKU-0150-05,2024-07-01,500.0,601.0
OUT0150,SKU-0150-05,2024-08-01,561.0,558.67
OUT0150,SKU-0150-05,2024-09-01,539.0,551.33
OUT0150,SKU-0150-05,2024-10-01,521.0,533.33
OUT0150,SKU-0150-05,2024-11-01,516.0,540.33
OUT0150,SKU-0150-05,2024-12-01,515.0,525.33
OUT0150,SKU-0150-05,2025-01-01,576.0,517.33
OUT0150,SKU-0150-05,2025-02-01,686.0,535.67
OUT0150,SKU-0150-05,2025-03-01,568.0,592.33
OUT0150,SKU-0150-05,2025-04-01,651.0,610.0
OUT0150,SKU-0150-05,2025-05-01,608.0,635.0
OUT0150,SKU-0150-05,2025-06-01,654.0,609.0
OUT0150,SKU-0150-05,2025-07-01,536.0,637.67
OUT0150,SKU-0150-05,2025-08-01,497.0,599.33
OUT0150,SKU-0150-05,2025-09-01,467.0,562.33
OUT0150,SKU-0150-05,2025-10-01,511.0,500.0
OUT0150,SKU-0150-05,2025-11-01,496.0,491.67
OUT0150,SKU-0150-05,2025-12-01,579.0,491.33
OUT0150,SKU-0150-05,2026-01-01,558.0,528.67
OUT0150,SKU-0150-05,2026-02-01,518.0,544.33
OUT0150,SKU-0150-05,2026-03-01,607.0,551.67
OUT0150,SKU-0150-05,2026-04-01,574.0,561.0
OUT0151,SKU-0151-01,2023-01-01,1343.0,
OUT0151,SKU-0151-01,2023-02-01,1328.0,
OUT0151,SKU-0151-01,2023-03-01,1375.0,
OUT0151,SKU-0151-01,2023-04-01,1302.0,1348.67
OUT0151,SKU-0151-01,2023-05-01,1285.0,1335.0
OUT0151,SKU-0151-01,2023-06-01,1289.0,1320.67
OUT0151,SKU-0151-01,2023-07-01,1203.0,1292.0
OUT0151,SKU-0151-01,2023-08-01,1270.0,1259.0
OUT0151,SKU-0151-01,2023-09-01,1331.0,1254.0
OUT0151,SKU-0151-01,2023-10-01,1380.0,1268.0
OUT0151,SKU-0151-01,2023-11-01,1170.0,1327.0
OUT0151,SKU-0151-01,2023-12-01,1090.0,1293.67
OUT0151,SKU-0151-01,2024-01-01,1169.0,1213.33
OUT0151,SKU-0151-01,2024-02-01,1393.0,1143.0
OUT0151,SKU-0151-01,2024-03-01,1307.0,1217.33
OUT0151,SKU-0151-01,2024-04-01,1159.0,1289.67
OUT0151,SKU-0151-01,2024-05-01,1276.0,1286.33
OUT0151,SKU-0151-01,2024-06-01,1393.0,1247.33
OUT0151,SKU-0151-01,2024-07-01,1095.0,1276.0
OUT0151,SKU-0151-01,2024-08-01,1263.0,1254.67
OUT0151,SKU-0151-01,2024-09-01,1234.0,1250.33
OUT0151,SKU-0151-01,2024-10-01,1073.0,1197.33
OUT0151,SKU-0151-01,2024-11-01,953.0,1190.0
OUT0151,SKU-0151-01,2024-12-01,1283.0,1086.67
OUT0151,SKU-0151-01,2025-01-01,1427.0,1103.0
OUT0151,SKU-0151-01,2025-02-01,1445.0,1221.0
OUT0151,SKU-0151-01,2025-03-01,1337.0,1385.0
OUT0151,SKU-0151-01,2025-04-01,1488.0,1403.0
OUT0151,SKU-0151-01,2025-05-01,1213.0,1423.33
OUT0151,SKU-0151-01,2025-06-01,1349.0,1346.0
OUT0151,SKU-0151-01,2025-07-01,1334.0,1350.0
OUT0151,SKU-0151-01,2025-08-01,1105.0,1298.67
OUT0151,SKU-0151-01,2025-09-01,1226.0,1262.67
OUT0151,SKU-0151-01,2025-10-01,1138.0,1221.67
OUT0151,SKU-0151-01,2025-11-01,1213.0,1156.33
OUT0151,SKU-0151-01,2025-12-01,1370.0,1192.33
OUT0151,SKU-0151-01,2026-01-01,1307.0,1240.33
OUT0151,SKU-0151-01,2026-02-01,1445.0,1296.67
OUT0151,SKU-0151-01,2026-03-01,1397.0,1374.0
OUT0151,SKU-0151-01,2026-04-01,1383.0,1383.0
OUT0152,SKU-0152-02,2023-01-01,1559.0,
OUT0152,SKU-0152-02,2023-02-01,1450.0,
OUT0152,SKU-0152-02,2023-03-01,1428.0,
OUT0152,SKU-0152-02,2023-04-01,1318.0,1479.0
OUT0152,SKU-0152-02,2023-05-01,1524.0,1398.67
OUT0152,SKU-0152-02,2023-06-01,1612.0,1423.33
OUT0152,SKU-0152-02,2023-07-01,1226.0,1484.67
OUT0152,SKU-0152-02,2023-08-01,1384.0,1454.0
OUT0152,SKU-0152-02,2023-09-01,1286.0,1407.33
OUT0152,SKU-0152-02,2023-10-01,1292.0,1298.67
OUT0152,SKU-0152-02,2023-11-01,1447.0,1320.67
OUT0152,SKU-0152-02,2023-12-01,1447.0,1341.67
OUT0152,SKU-0152-02,2024-01-01,1596.0,1395.33
OUT0152,SKU-0152-02,2024-02-01,1329.0,1496.67
OUT0152,SKU-0152-02,2024-03-01,1499.0,1457.33
OUT0152,SKU-0152-02,2024-04-01,1565.0,1474.67
OUT0152,SKU-0152-02,2024-05-01,1532.0,1464.33
OUT0152,SKU-0152-02,2024-06-01,1506.0,1532.0
OUT0152,SKU-0152-02,2024-07-01,1473.0,1534.33
OUT0152,SKU-0152-02,2024-08-01,1492.0,1503.67
OUT0152,SKU-0152-02,2024-09-01,1225.0,1490.33
OUT0152,SKU-0152-02,2024-10-01,1155.0,1396.67
OUT0152,SKU-0152-02,2024-11-01,1194.0,1290.67
OUT0152,SKU-0152-02,2024-12-01,1346.0,1191.33
OUT0152,SKU-0152-02,2025-01-01,1466.0,1231.67
OUT0152,SKU-0152-02,2025-02-01,1576.0,1335.33
OUT0152,SKU-0152-02,2025-03-01,1448.0,1462.67
OUT0152,SKU-0152-02,2025-04-01,1387.0,1496.67
OUT0152,SKU-0152-02,2025-05-01,1601.0,1470.33
OUT0152,SKU-0152-02,2025-06-01,1455.0,1478.67
OUT0152,SKU-0152-02,2025-07-01,1442.0,1481.0
OUT0152,SKU-0152-02,2025-08-01,1360.0,1499.33
OUT0152,SKU-0152-02,2025-09-01,1251.0,1419.0
OUT0152,SKU-0152-02,2025-10-01,1226.0,1351.0
OUT0152,SKU-0152-02,2025-11-01,1559.0,1279.0
OUT0152,SKU-0152-02,2025-12-01,1415.0,1345.33
OUT0152,SKU-0152-02,2026-01-01,1515.0,1400.0
OUT0152,SKU-0152-02,2026-02-01,1410.0,1496.33
OUT0152,SKU-0152-02,2026-03-01,1537.0,1446.67
OUT0152,SKU-0152-02,2026-04-01,1343.0,1487.33
OUT0153,SKU-0153-03,2023-01-01,1903.0,
OUT0153,SKU-0153-03,2023-02-01,1845.0,
OUT0153,SKU-0153-03,2023-03-01,1880.0,
OUT0153,SKU-0153-03,2023-04-01,1721.0,1876.0
OUT0153,SKU-0153-03,2023-05-01,1547.0,1815.33
OUT0153,SKU-0153-03,2023-06-01,1697.0,1716.0
OUT0153,SKU-0153-03,2023-07-01,1505.0,1655.0
OUT0153,SKU-0153-03,2023-08-01,1359.0,1583.0
OUT0153,SKU-0153-03,2023-09-01,1382.0,1520.33
OUT0153,SKU-0153-03,2023-10-01,1435.0,1415.33
OUT0153,SKU-0153-03,2023-11-01,1363.0,1392.0
OUT0153,SKU-0153-03,2023-12-01,1561.0,1393.33
OUT0153,SKU-0153-03,2024-01-01,1763.0,1453.0
OUT0153,SKU-0153-03,2024-02-01,1765.0,1562.33
OUT0153,SKU-0153-03,2024-03-01,1736.0,1696.33
OUT0153,SKU-0153-03,2024-04-01,2166.0,1754.67
OUT0153,SKU-0153-03,2024-05-01,1762.0,1889.0
OUT0153,SKU-0153-03,2024-06-01,1530.0,1888.0
OUT0153,SKU-0153-03,2024-07-01,1448.0,1819.33
OUT0153,SKU-0153-03,2024-08-01,1753.0,1580.0
OUT0153,SKU-0153-03,2024-09-01,1606.0,1577.0
OUT0153,SKU-0153-03,2024-10-01,1692.0,1602.33
OUT0153,SKU-0153-03,2024-11-01,1449.0,1683.67
OUT0153,SKU-0153-03,2024-12-01,1434.0,1582.33
OUT0153,SKU-0153-03,2025-01-01,1769.0,1525.0
OUT0153,SKU-0153-03,2025-02-01,1641.0,1550.67
OUT0153,SKU-0153-03,2025-03-01,1839.0,1614.67
OUT0153,SKU-0153-03,2025-04-01,1602.0,1749.67
OUT0153,SKU-0153-03,2025-05-01,1572.0,1694.0
OUT0153,SKU-0153-03,2025-06-01,1545.0,1671.0
OUT0153,SKU-0153-03,2025-07-01,1507.0,1573.0
OUT0153,SKU-0153-03,2025-08-01,1387.0,1541.33
OUT0153,SKU-0153-03,2025-09-01,1527.0,1479.67
OUT0153,SKU-0153-03,2025-10-01,1426.0,1473.67
OUT0153,SKU-0153-03,2025-11-01,1613.0,1446.67
OUT0153,SKU-0153-03,2025-12-01,1394.0,1522.0
OUT0153,SKU-0153-03,2026-01-01,1726.0,1477.67
OUT0153,SKU-0153-03,2026-02-01,1891.0,1577.67
OUT0153,SKU-0153-03,2026-03-01,1515.0,1670.33
OUT0153,SKU-0153-03,2026-04-01,1708.0,1710.67
OUT0154,SKU-0154-04,2023-01-01,892.0,
OUT0154,SKU-0154-04,2023-02-01,894.0,
OUT0154,SKU-0154-04,2023-03-01,875.0,
OUT0154,SKU-0154-04,2023-04-01,911.0,887.0
OUT0154,SKU-0154-04,2023-05-01,745.0,893.33
OUT0154,SKU-0154-04,2023-06-01,854.0,843.67
OUT0154,SKU-0154-04,2023-07-01,828.0,836.67
OUT0154,SKU-0154-04,2023-08-01,768.0,809.0
OUT0154,SKU-0154-04,2023-09-01,808.0,816.67
OUT0154,SKU-0154-04,2023-10-01,879.0,801.33
OUT0154,SKU-0154-04,2023-11-01,719.0,818.33
OUT0154,SKU-0154-04,2023-12-01,732.0,802.0
OUT0154,SKU-0154-04,2024-01-01,796.0,776.67
OUT0154,SKU-0154-04,2024-02-01,853.0,749.0
OUT0154,SKU-0154-04,2024-03-01,865.0,793.67
OUT0154,SKU-0154-04,2024-04-01,1029.0,838.0
OUT0154,SKU-0154-04,2024-05-01,827.0,915.67
OUT0154,SKU-0154-04,2024-06-01,747.0,907.0
OUT0154,SKU-0154-04,2024-07-01,699.0,867.67
OUT0154,SKU-0154-04,2024-08-01,722.0,757.67
OUT0154,SKU-0154-04,2024-09-01,705.0,722.67
OUT0154,SKU-0154-04,2024-10-01,786.0,708.67
OUT0154,SKU-0154-04,2024-11-01,783.0,737.67
OUT0154,SKU-0154-04,2024-12-01,762.0,758.0
OUT0154,SKU-0154-04,2025-01-01,768.0,777.0
OUT0154,SKU-0154-04,2025-02-01,817.0,771.0
OUT0154,SKU-0154-04,2025-03-01,864.0,782.33
OUT0154,SKU-0154-04,2025-04-01,976.0,816.33
OUT0154,SKU-0154-04,2025-05-01,803.0,885.67
OUT0154,SKU-0154-04,2025-06-01,796.0,881.0
OUT0154,SKU-0154-04,2025-07-01,679.0,858.33
OUT0154,SKU-0154-04,2025-08-01,766.0,759.33
OUT0154,SKU-0154-04,2025-09-01,773.0,747.0
OUT0154,SKU-0154-04,2025-10-01,827.0,739.33
OUT0154,SKU-0154-04,2025-11-01,785.0,788.67
OUT0154,SKU-0154-04,2025-12-01,745.0,795.0
OUT0154,SKU-0154-04,2026-01-01,866.0,785.67
OUT0154,SKU-0154-04,2026-02-01,896.0,798.67
OUT0154,SKU-0154-04,2026-03-01,844.0,835.67
OUT0154,SKU-0154-04,2026-04-01,865.0,868.67
OUT0155,SKU-0155-05,2023-01-01,2595.0,
OUT0155,SKU-0155-05,2023-02-01,2254.0,
OUT0155,SKU-0155-05,2023-03-01,2184.0,
OUT0155,SKU-0155-05,2023-04-01,2360.0,2344.33
OUT0155,SKU-0155-05,2023-05-01,2010.0,2266.0
OUT0155,SKU-0155-05,2023-06-01,2135.0,2184.67
OUT0155,SKU-0155-05,2023-07-01,2182.0,2168.33
OUT0155,SKU-0155-05,2023-08-01,1920.0,2109.0
OUT0155,SKU-0155-05,2023-09-01,2031.0,2079.0
OUT0155,SKU-0155-05,2023-10-01,1989.0,2044.33
OUT0155,SKU-0155-05,2023-11-01,2343.0,1980.0
OUT0155,SKU-0155-05,2023-12-01,2288.0,2121.0
OUT0155,SKU-0155-05,2024-01-01,2085.0,2206.67
OUT0155,SKU-0155-05,2024-02-01,2176.0,2238.67
OUT0155,SKU-0155-05,2024-03-01,2025.0,2183.0
OUT0155,SKU-0155-05,2024-04-01,2433.0,2095.33
OUT0155,SKU-0155-05,2024-05-01,2342.0,2211.33
OUT0155,SKU-0155-05,2024-06-01,2215.0,2266.67
OUT0155,SKU-0155-05,2024-07-01,1956.0,2330.0
OUT0155,SKU-0155-05,2024-08-01,2100.0,2171.0
OUT0155,SKU-0155-05,2024-09-01,1947.0,2090.33
OUT0155,SKU-0155-05,2024-10-01,1938.0,2001.0
OUT0155,SKU-0155-05,2024-11-01,2095.0,1995.0
OUT0155,SKU-0155-05,2024-12-01,2127.0,1993.33
OUT0155,SKU-0155-05,2025-01-01,2492.0,2053.33
OUT0155,SKU-0155-05,2025-02-01,2474.0,2238.0
OUT0155,SKU-0155-05,2025-03-01,2384.0,2364.33
OUT0155,SKU-0155-05,2025-04-01,1993.0,2450.0
OUT0155,SKU-0155-05,2025-05-01,2142.0,2283.67
OUT0155,SKU-0155-05,2025-06-01,1829.0,2173.0
OUT0155,SKU-0155-05,2025-07-01,2069.0,1988.0
OUT0155,SKU-0155-05,2025-08-01,2205.0,2013.33
OUT0155,SKU-0155-05,2025-09-01,2186.0,2034.33
OUT0155,SKU-0155-05,2025-10-01,1885.0,2153.33
OUT0155,SKU-0155-05,2025-11-01,2117.0,2092.0
OUT0155,SKU-0155-05,2025-12-01,2495.0,2062.67
OUT0155,SKU-0155-05,2026-01-01,2214.0,2165.67
OUT0155,SKU-0155-05,2026-02-01,2110.0,2275.33
OUT0155,SKU-0155-05,2026-03-01,2084.0,2273.0
OUT0155,SKU-0155-05,2026-04-01,2249.0,2136.0
OUT0156,SKU-0156-01,2023-01-01,1257.852,
OUT0156,SKU-0156-01,2023-02-01,1361.0,
OUT0156,SKU-0156-01,2023-03-01,1388.0,
OUT0156,SKU-0156-01,2023-04-01,1320.0,1335.62
OUT0156,SKU-0156-01,2023-05-01,1381.0,1356.33
OUT0156,SKU-0156-01,2023-06-01,1261.0,1363.0
OUT0156,SKU-0156-01,2023-07-01,1322.0,1320.67
OUT0156,SKU-0156-01,2023-08-01,1455.0,1321.33
OUT0156,SKU-0156-01,2023-09-01,1267.0,1346.0
OUT0156,SKU-0156-01,2023-10-01,1338.0,1348.0
OUT0156,SKU-0156-01,2023-11-01,1214.0,1353.33
OUT0156,SKU-0156-01,2023-12-01,1317.0,1273.0
OUT0156,SKU-0156-01,2024-01-01,1246.0,1289.67
OUT0156,SKU-0156-01,2024-02-01,1584.0,1259.0
OUT0156,SKU-0156-01,2024-03-01,1492.0,1382.33
OUT0156,SKU-0156-01,2024-04-01,1469.0,1440.67
OUT0156,SKU-0156-01,2024-05-01,1391.0,1515.0
OUT0156,SKU-0156-01,2024-06-01,1471.0,1450.67
OUT0156,SKU-0156-01,2024-07-01,1280.0,1443.67
OUT0156,SKU-0156-01,2024-08-01,1295.0,1380.67
OUT0156,SKU-0156-01,2024-09-01,1225.0,1348.67
OUT0156,SKU-0156-01,2024-10-01,1189.0,1266.67
OUT0156,SKU-0156-01,2024-11-01,1436.0,1236.33
OUT0156,SKU-0156-01,2024-12-01,1211.0,1283.33
OUT0156,SKU-0156-01,2025-01-01,1329.0,1278.67
OUT0156,SKU-0156-01,2025-02-01,1424.0,1325.33
OUT0156,SKU-0156-01,2025-03-01,1654.0,1321.33
OUT0156,SKU-0156-01,2025-04-01,1608.0,1469.0
OUT0156,SKU-0156-01,2025-05-01,1319.0,1562.0
OUT0156,SKU-0156-01,2025-06-01,1175.0,1527.0
OUT0156,SKU-0156-01,2025-07-01,1101.0,1367.33
OUT0156,SKU-0156-01,2025-08-01,1230.0,1198.33
OUT0156,SKU-0156-01,2025-09-01,1317.0,1168.67
OUT0156,SKU-0156-01,2025-10-01,1331.0,1216.0
OUT0156,SKU-0156-01,2025-11-01,1334.0,1292.67
OUT0156,SKU-0156-01,2025-12-01,1218.0,1327.33
OUT0156,SKU-0156-01,2026-01-01,1412.7921,1294.33
OUT0156,SKU-0156-01,2026-02-01,1343.0,1321.6
OUT0156,SKU-0156-01,2026-03-01,1406.0,1324.6
OUT0156,SKU-0156-01,2026-04-01,1325.0,1387.26
OUT0157,SKU-0157-02,2023-01-01,1939.0,
OUT0157,SKU-0157-02,2023-02-01,1554.0,
OUT0157,SKU-0157-02,2023-03-01,1646.0,
OUT0157,SKU-0157-02,2023-04-01,1833.0,1713.0
